Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
28,189748	70	33X	515684,089	8554112,045	261,6825	2267,5	190,47	71,2125
29,79248	71	33X	515683,346	8554113,465	261,6998	2270	190,68	71,0198
31,462176	72	33X	515682,558	8554114,937	261,7124	2272,5	190,89	70,8224
33,191166	73	33X	515681,734	8554116,457	261,718	2275	191,1	70,618
34,974495	74	33X	515680,879	8554118,022	261,7146	2277,5	191,31	70,4046
36,803613	75	33X	515680	8554119,626	261,7	2280	191,52	70,18
38,683668	76	33X	515679,101	8554121,277	261,6754	2282,5	191,73	69,9454
40,663716	77	33X	515678,173	8554123,026	261,6552	2285	191,94	69,7152
42,805037	78	33X	515677,201	8554124,934	261,6574	2287,5	192,15	69,5074
45,170052	79	33X	515676,172	8554127,063	261,7	2290	192,36	69,34
47,776768	80	33X	515675,084	8554129,43	261,7924	2292,5	192,57	69,2224
50,473251	81	33X	515673,975	8554131,885	261,9112	2295	192,78	69,1312
53,058456	82	33X	515672,897	8554134,232	262,0243	2297,5	192,99	69,0343
55,337501	83	33X	515671,9	8554136,28	262,1	2300	193,2	68,9
57,180446	84	33X	515671,016	8554137,897	262,1174	2302,5	193,41	68,7074
58,739732	85	33X	515670,199	8554139,225	262,1001	2305	193,62	68,4801
60,222331	86	33X	515669,388	8554140,466	262,0828	2307,5	193,83	68,2528
61,835204	87	33X	515668,518	8554141,824	262,1	2310	194,04	68,06
63,736049	88	33X	515667,543	8554143,454	262,1754	2312,5	194,25	67,9254
65,869341	89	33X	515666,485	8554145,303	262,2884	2315	194,46	67,8284
68,129465	90	33X	515665,38	8554147,271	262,4072	2317,5	194,67	67,7372
70,407204	91	33X	515664,265	8554149,255	262,5	2320	194,88	67,62
72,617344	92	33X	515663,173	8554151,176	262,5449	2322,5	195,09	67,4549
74,763199	93	33X	515662,103	8554153,036	262,5588	2325	195,3	67,2588
76,873184	94	33X	515661,051	8554154,865	262,5683	2327,5	195,51	67,0583
78,970356	95	33X	515660,013	8554156,687	262,6	2330	195,72	66,88
81,078655	96	33X	515658,981	8554158,524	262,673	2332,5	195,93	66,743
83,196876	97	33X	515657,942	8554160,367	262,7764	2335	196,14	66,6364
85,317433	98	33X	515656,882	8554162,2	262,8916	2337,5	196,35	66,5416
87,433949	99	33X	515655,787	8554164,008	263	2340	196,56	66,44
89,548637	100	33X	515654,647	8554165,787	263,0864	2340	196,56	66,5264
91,691041	101	33X	515653,476	8554167,58	263,1481	2340	196,56	66,5881
93,900146	102	33X	515652,291	8554169,444	263,1858	2342,5	196,77	66,4158
96,215106	103	33X	515651,11	8554171,435	263,2	2342,5	196,77	66,43
98,664859	104	33X	515649,945	8554173,59	263,1939	2342,5	196,77	66,4239
101,2279	105	33X	515648,788	8554175,877	263,1812	2342,5	196,77	66,4112
103,86742	106	33X	515647,624	8554178,246	263,1778	2345	196,98	66,1978
106,54591	107	33X	515646,439	8554180,648	263,2	2345	196,98	66,22
109,23214	108	33X	515645,222	8554183,042	263,2593	2345	196,98	66,2793
111,91253	109	33X	515643,977	8554185,414	263,3492	2345	196,98	66,3692
114,57563	110	33X	515642,714	8554187,756	263,4586	2347,5	197,19	66,2686
117,21638	111	33X	515641,438	8554190,065	263,5763	2347,5	197,19	66,3863
119,82133	112	33X	515640,16	8554192,332	263,6912	2347,5	197,19	66,5012
122,3834	113	33X	515638,885	8554194,552	263,7922	2350	197,4	66,3922
124,89088	114	33X	515637,624	8554196,718	263,8682	2350	197,4	66,4682
127,33565	115	33X	515636,383	8554198,824	263,9081	2350	197,4	66,5081
129,70854	116	33X	515635,171	8554200,864	263,9008	2350	197,4	66,5008
132,00208	117	33X	515633,995	8554202,832	263,8351	2352,5	197,61	66,2251
134,20792	118	33X	515632,864	8554204,721	263,7	2352,5	197,61	66,09
136,33265	119	33X	515631,78	8554206,537	263,4961	2352,5	197,61	65,8861
138,42974	120	33X	515630,726	8554208,336	263,2715	2352,5	197,61	65,6615
140,56315	121	33X	515629,678	8554210,185	263,0862	2355	197,82	65,2662
142,80297	122	33X	515628,612	8554212,153	263	2355	197,82	65,18
145,2057	123	33X	515627,509	8554214,287	263,0502	2355	197,82	65,2302
147,75833	124	33X	515626,363	8554216,564	263,184	2355	197,82	65,364
150,41632	125	33X	515625,174	8554218,937	263,3257	2357,5	198,03	65,2957
153,14137	126	33X	515623,941	8554221,366	263,4	2357,5	198,03	65,37
155,8908	127	33X	515622,667	8554223,802	263,3529	2360	198,24	65,1129
