Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
13,648828	100	33X	514719,841	8560245,515	349,4908	2035	170,94	178,5508
13,925325	101	33X	514720,003	8560245,73	349,5539	2037,5	171,15	178,4039
14,131084	102	33X	514720,13	8560245,879	349,6172	2042,5	171,57	178,0472
14,256519	103	33X	514720,212	8560245,95	349,6802	2045	171,78	177,9002
14,328751	104	33X	514720,243	8560245,93	349,7423	2050	172,2	177,5423
14,473071	105	33X	514720,215	8560245,802	349,8028	2052,5	172,41	177,3928
14,74534	106	33X	514720,119	8560245,554	349,8612	2057,5	172,83	177,0312
15,16795	107	33X	514719,947	8560245,172	349,9168	2060	173,04	176,8768
15,756198	108	33X	514719,693	8560244,644	349,9691	2065	173,46	176,5091
16,529158	109	33X	514719,348	8560243,954	350,0175	2067,5	173,67	176,3475
17,501985	110	33X	514718,905	8560243,089	350,0613	2070	173,88	176,1813
18,689715	111	33X	514718,355	8560242,037	350,1	2075	174,3	175,8
20,081362	112	33X	514717,703	8560240,808	350,1337	2077,5	174,51	175,6237
21,541414	113	33X	514717,005	8560239,526	350,1657	2082,5	174,93	175,2357
22,913173	114	33X	514716,327	8560238,334	350,2	2085	175,14	175,06
24,08001	115	33X	514715,722	8560237,337	350,2384	2090	175,56	174,6784
25,102954	116	33X	514715,19	8560236,464	350,2739	2092,5	175,77	174,5039
26,090647	117	33X	514714,712	8560235,6	350,2975	2097,5	176,19	174,1075
27,154954	118	33X	514714,274	8560234,63	350,3	2097,5	176,19	174,11
28,390606	119	33X	514713,86	8560233,466	350,2767	2100	176,4	173,8767
29,794679	120	33X	514713,462	8560232,12	350,2406	2102,5	176,61	173,6306
31,334689	121	33X	514713,074	8560230,63	350,2092	2105	176,82	173,3892
32,976965	122	33X	514712,687	8560229,034	350,2	2107,5	177,03	173,17
34,696727	123	33X	514712,298	8560227,359	350,2252	2110	177,24	172,9852
36,522692	124	33X	514711,903	8560225,577	350,2762	2112,5	177,45	172,8262
