Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
43,370205	95	33X	513245,916	8557497,586	353,0691	1182,5	99,33	253,7391
46,105721	96	33X	513248,574	8557496,991	352,816	1192,5	100,17	252,646
48,863564	97	33X	513251,248	8557496,362	352,5715	1202,5	101,01	251,5615
51,622098	98	33X	513253,922	8557495,721	352,3516	1212,5	101,85	250,5016
54,358647	99	33X	513256,579	8557495,091	352,1723	1222,5	102,69	249,4823
57,051521	100	33X	513259,202	8557494,494	352,0497	1232,5	103,53	248,5197
59,680272	101	33X	513261,774	8557493,953	352	1242,5	104,37	247,63
62,237564	102	33X	513264,287	8557493,48	352,029	1252,5	105,21	246,819
64,753114	103	33X	513266,766	8557493,059	352,1019	1262,5	106,05	246,0519
67,266038	104	33X	513269,246	8557492,66	352,1739	1272,5	106,89	245,2839
69,814085	105	33X	513271,762	8557492,258	352,2	1282,5	107,73	244,47
72,422812	106	33X	513274,335	8557491,831	352,1471	1292,5	108,57	243,5771
75,073609	107	33X	513276,945	8557491,383	352,0291	1302,5	109,41	242,6191
77,734763	108	33X	513279,561	8557490,921	351,8715	1312,5	110,25	241,6215
80,369969	109	33X	513282,149	8557490,455	351,7	1322,5	111,09	240,61
82,95516	110	33X	513284,687	8557489,991	351,5373	1335	112,14	239,3973
85,499618	111	33X	513287,186	8557489,534	351,3944	1347,5	113,19	238,2044
88,019441	112	33X	513289,663	8557489,086	351,2792	1357,5	114,03	237,2492
90,534146	113	33X	513292,138	8557488,648	351,2	1370	115,08	236,12
93,058671	114	33X	513294,626	8557488,222	351,1599	1380	115,92	235,2399
95,590635	115	33X	513297,123	8557487,803	351,1435	1392,5	116,97	234,1735
98,128828	116	33X	513299,626	8557487,382	351,1303	1402,5	117,81	233,3203
100,66555	117	33X	513302,126	8557486,953	351,1	1415	118,86	232,24
103,19895	118	33X	513304,62	8557486,512	351,0401	1427,5	119,91	231,1301
105,73242	119	33X	513307,112	8557486,061	350,9692	1437,5	120,75	230,2192
108,27052	120	33X	513309,608	8557485,604	350,9137	1450	121,8	229,1137
110,81887	121	33X	513312,115	8557485,147	350,9	1460	122,64	228,26
113,37883	122	33X	513314,634	8557484,693	350,9436	1472,5	123,69	227,2536
115,93697	123	33X	513317,151	8557484,242	351,0171	1485	124,74	226,2771
118,47422	124	33X	513319,647	8557483,791	351,082	1495	125,58	225,502
120,97215	125	33X	513322,104	8557483,341	351,1	1507,5	126,63	224,47
123,42064	126	33X	513324,51	8557482,89	351,0463	1517,5	127,47	223,5763
125,84209	127	33X	513326,889	8557482,449	350,95	1530	128,52	222,43
128,26374	128	33X	513329,272	8557482,029	350,8536	1542,5	129,57	221,2836
130,71606	129	33X	513331,693	8557481,642	350,8	1552,5	130,41	220,39
133,21957	130	33X	513334,171	8557481,286	350,8181	1565	131,46	219,3581
135,76123	131	33X	513336,684	8557480,911	350,8832	1575	132,3	218,5832
138,31936	132	33X	513339,199	8557480,449	350,9566	1587,5	133,35	217,6066
