Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
17,391388	97	33X	515510,936	8558702,094	348,8776	242,5	20,37	328,5076
18,487354	98	33X	515510,217	8558701,277	348,7484	252,5	21,21	327,5384
19,741715	99	33X	515509,363	8558700,368	348,6149	260	21,84	326,7749
21,117346	100	33X	515508,397	8558699,398	348,4796	270	22,68	325,7996
22,581322	101	33X	515507,341	8558698,393	348,3452	277,5	23,31	325,0352
24,094627	102	33X	515506,219	8558697,386	348,2142	287,5	24,15	324,0642
25,626338	103	33X	515505,051	8558696,403	348,0892	295	24,78	323,3092
27,139723	104	33X	515503,862	8558695,474	347,9727	305	25,62	322,3527
28,603362	105	33X	515502,673	8558694,627	347,8673	312,5	26,25	321,6173
29,983365	106	33X	515501,508	8558693,893	347,7755	322,5	27,09	320,6855
31,252912	107	33X	515500,388	8558693,3	347,7	337,5	28,35	319,35
32,405714	108	33X	515499,327	8558692,853	347,6415	352,5	29,61	318,0315
33,498746	109	33X	515498,304	8558692,471	347,5939	367,5	30,87	316,7239
34,602261	110	33X	515497,287	8558692,045	347,5494	382,5	32,13	315,4194
35,791658	111	33X	515496,247	8558691,47	347,5	400	33,6	313,9
37,141629	112	33X	515495,159	8558690,673	347,4411	415	34,86	312,5811
38,62645	113	33X	515494,033	8558689,707	347,3806	430	36,12	311,2606
40,179067	114	33X	515492,884	8558688,664	347,3299	445	37,38	309,9499
41,730909	115	33X	515491,729	8558687,628	347,3	460	38,64	308,66
43,228818	116	33X	515490,58	8558686,667	347,2973	477,5	40,11	307,1873
44,687524	117	33X	515489,44	8558685,757	347,3084	495	41,58	305,7284
46,138708	118	33X	515488,308	8558684,849	347,3154	512,5	43,05	304,2654
47,611772	119	33X	515487,184	8558683,897	347,3	530	44,52	302,78
49,12527	120	33X	515486,066	8558682,878	347,2511	547,5	45,99	301,2611
50,642154	121	33X	515484,947	8558681,856	347,1856	565	47,46	299,7256
52,110117	122	33X	515483,816	8558680,922	347,1273	582,5	48,93	298,1973
53,486914	123	33X	515482,665	8558680,167	347,1	600	50,4	296,7
54,773405	124	33X	515481,492	8558679,639	347,1186	617,5	51,87	295,2486
56,011942	125	33X	515480,322	8558679,235	347,1617	655	55,02	292,1417
57,222605	126	33X	515479,189	8558678,81	347,199	690	57,96	289,239
58,43652	127	33X	515478,127	8558678,222	347,2	725	60,9	286,3
59,727623	128	33X	515477,155	8558677,374	347,1447	762,5	64,05	283,0947
61,086231	129	33X	515476,243	8558676,371	347,0549	797,5	66,99	280,0649
62,437466	130	33X	515475,349	8558675,362	346,9626	832,5	69,93	277,0326
63,699751	131	33X	515474,429	8558674,5	346,9	862,5	72,45	274,45
64,857738	132	33X	515473,446	8558673,888	346,8899	895	75,18	271,7099
66,020249	133	33X	515472,372	8558673,444	346,9185	925	77,7	269,2185
67,273313	134	33X	515471,186	8558673,042	346,9629	955	80,22	266,7429
68,68112	135	33X	515469,866	8558672,554	347	987,5	82,95	264,05
70,298178	136	33X	515468,398	8558671,876	347,0129	1017,5	85,47	261,5429
72,121578	137	33X	515466,795	8558671,007	347,0086	1047,5	87,99	259,0186
74,121445	138	33X	515465,082	8558669,975	347	1085	91,14	255,86
76,27243	139	33X	515463,279	8558668,802	347	1125	94,5	252,5
78,545375	140	33X	515461,407	8558667,513	347,0193	1162,5	97,65	249,3693
80,923679	141	33X	515459,474	8558666,128	347,0595	1200	100,8	246,2595
83,394925	142	33X	515457,484	8558664,664	347,12	1237,5	103,95	243,17
85,944785	143	33X	515455,442	8558663,139	347,2	1277,5	107,31	239,89
88,559797	144	33X	515453,353	8558661,569	347,2973	1320	110,88	236,4173
91,226103	145	33X	515451,225	8558659,966	347,4031	1362,5	114,45	232,9531
93,934309	146	33X	515449,061	8558658,341	347,5073	1405	118,02	229,4873
96,671459	147	33X	515446,87	8558656,703	347,5993	1447,5	121,59	226,0093
99,426786	148	33X	515444,657	8558655,063	347,669	1492,5	125,37	222,299
102,18962	149	33X	515442,428	8558653,431	347,706	1535	128,94	218,766
104,94751	150	33X	515440,191	8558651,818	347,7	1577,5	132,51	215,19
107,6905	151	33X	515437,948	8558650,24	347,6463	1600	134,4	213,2463
110,39956	152	33X	515435,695	8558648,738	347,5628	1622,5	136,29	211,2728
113,0592	153	33X	515433,425	8558647,355	347,4729	1645	138,18	209,2929
115,65294	154	33X	515431,133	8558646,143	347,4	1667,5	140,07	207,33
118,18593	155	33X	515428,817	8558645,118	347,3607	1690	141,96	205,4007
120,67358	156	33X	515426,505	8558644,2	347,3433	1712,5	143,85	203,4933
123,1263	157	33X	515424,231	8558643,281	347,3292	1735	145,74	201,5892
125,55522	158	33X	515422,031	8558642,252	347,3	1755	147,42	199,88
127,99012	159	33X	515419,924	8558641,033	347,2423	1770	148,68	198,5623
130,46123	160	33X	515417,879	8558639,648	347,1642	1785	149,94	197,2242
132,98572	161	33X	515415,851	8558638,147	347,079	1797,5	150,99	196,089
135,56837	162	33X	515413,795	8558636,586	347	1812,5	152,25	194,75
138,20556	163	33X	515411,677	8558635,016	346,9373	1827,5	153,51	193,4273
140,84928	164	33X	515409,511	8558633,501	346,8874	1840	154,56	192,3274
143,44214	165	33X	515407,322	8558632,112	346,8439	1855	155,82	191,0239
145,93567	166	33X	515405,135	8558630,915	346,8	1870	157,08	189,72
148,3116	167	33X	515402,968	8558629,942	346,7509	1882,5	158,13	188,6209
150,63376	168	33X	515400,81	8558629,086	346,6985	1897,5	159,39	187,3085
152,97399	169	33X	515398,645	8558628,199	346,647	1912,5	160,65	185,997
155,40662	170	33X	515396,455	8558627,141	346,6	1927,5	161,91	184,69
157,99932	171	33X	515394,228	8558625,814	346,5594	1942,5	163,17	183,3894
160,7077	172	33X	515391,968	8558624,322	346,5183	1957,5	164,43	182,0883
163,44403	173	33X	515389,68	8558622,822	346,4681	1975	165,9	180,5681
166,12226	174	33X	515387,372	8558621,465	346,4	1990	167,16	179,24
168,69003	175	33X	515385,055	8558620,362	346,3087	2005	168,42	177,8887
171,17539	176	33X	515382,749	8558619,441	346,2031	2020	169,68	176,5231
173,6018	177	33X	515380,48	8558618,588	346,096	2035	170,94	175,156
