Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
379,68492	204	33X	514191,969	8556263,924	316,4	1862,5	156,45	159,95
383,13563	205	33X	514192,442	8556267,342	316,4299	1882,5	158,13	158,2999
386,53667	206	33X	514192,942	8556270,706	316,4552	1902,5	159,81	156,6452
389,81594	207	33X	514193,441	8556273,947	316,4779	1922,5	161,49	154,9879
392,90529	208	33X	514193,913	8556277	316,5	1942,5	163,17	153,33
395,76613	209	33X	514194,338	8556279,829	316,5233	1962,5	164,85	151,6733
398,50699	210	33X	514194,727	8556282,542	316,5478	1982,5	166,53	150,0178
401,26742	211	33X	514195,1	8556285,277	316,5734	2000	168	148,5734
404,18897	212	33X	514195,477	8556288,174	316,6	2020	169,68	146,92
407,36749	213	33X	514195,87	8556291,328	316,6287	2040	171,36	145,2687
410,71171	214	33X	514196,27	8556294,648	316,6662	2060	173,04	143,6262
414,08577	215	33X	514196,66	8556297,999	316,7206	2080	174,72	142,0006
417,35385	216	33X	514197,022	8556301,246	316,8	2100	176,4	140,4
420,41201	217	33X	514197,346	8556304,285	316,9089	2120	178,08	138,8289
423,27365	218	33X	514197,636	8556307,129	317,0374	2135	179,34	137,6974
425,98738	219	33X	514197,905	8556309,826	317,1723	2152,5	180,81	136,3623
428,59423	220	33X	514198,162	8556312,417	317,3	2167,5	182,07	135,23
431,14648	221	33X	514198,418	8556314,954	317,4099	2185	183,54	133,8699
433,70521	222	33X	514198,686	8556317,497	317,5016	2200	184,8	132,7016
436,33755	223	33X	514198,978	8556320,112	317,5775	2217,5	186,27	131,3075
439,11084	224	33X	514199,307	8556322,865	317,6398	2232,5	187,53	130,1098
442,08949	225	33X	514199,686	8556325,819	317,6909	2250	189	128,6909
445,3428	226	33X	514200,127	8556329,042	317,7331	2265	190,26	127,4731
448,93622	227	33X	514200,643	8556332,598	317,7687	2282,5	191,73	126,0387
452,93606	228	33X	514201,246	8556336,552	317,8	2297,5	192,99	124,81
457,34075	229	33X	514201,931	8556340,903	317,8297	2315	194,46	123,3697
461,86456	230	33X	514202,613	8556345,375	317,8616	2330	195,72	122,1416
466,15683	231	33X	514203,191	8556349,628	317,9	2347,5	197,19	120,71
469,95028	232	33X	514203,591	8556353,4	317,9475	2362,5	198,45	119,4975
473,30749	233	33X	514203,86	8556356,746	318,0004	2380	199,92	118,0804
476,36851	234	33X	514204,075	8556359,799	318,053	2395	201,18	116,873
479,27556	235	33X	514204,312	8556362,696	318,1	2412,5	202,65	115,45
482,14437	236	33X	514204,629	8556365,547	318,1371	2427,5	203,91	114,2271
484,98981	237	33X	514205,015	8556368,366	318,1649	2442,5	205,17	112,9949
487,80021	238	33X	514205,44	8556371,144	318,1852	2457,5	206,43	111,7552
490,56172	239	33X	514205,875	8556373,871	318,2	2472,5	207,69	110,51
493,27758	240	33X	514206,296	8556376,554	318,2119	2485	208,74	109,4719
496,01006	241	33X	514206,696	8556379,257	318,2276	2500	210	108,2276
498,83996	242	33X	514207,077	8556382,061	318,2545	2515	211,26	106,9945
501,84717	243	33X	514207,439	8556385,046	318,3	2530	212,52	105,78
505,07649	244	33X	514207,785	8556388,256	318,3683	2545	213,78	104,5883
508,42294	245	33X	514208,136	8556391,583	318,4498	2560	215,04	103,4098
511,74422	246	33X	514208,52	8556394,881	318,5313	2575	216,3	102,2313
514,90079	247	33X	514208,96	8556398,006	318,6	2590	217,56	101,04
517,8061	248	33X	514209,469	8556400,866	318,6461	2605	218,82	99,8261
520,565	249	33X	514210,006	8556403,572	318,6733	2620	220,08	98,5933
523,33048	250	33X	514210,516	8556406,29	318,689	2635	221,34	97,349
526,25741	251	33X	514210,947	8556409,185	318,7	2650	222,6	96,1
529,45509	252	33X	514211,263	8556412,367	318,713	2665	223,86	94,853
532,81638	253	33X	514211,512	8556415,719	318,7318	2680	225,12	93,6118
536,17851	254	33X	514211,758	8556419,072	318,7597	2695	226,38	92,3797
539,37483	255	33X	514212,068	8556422,253	318,8	2705	227,22	91,58
542,30176	256	33X	514212,489	8556425,149	318,8535	2715	228,06	90,7935
545,06616	257	33X	514212,99	8556427,867	318,9118	2727,5	229,11	89,8018
547,82427	258	33X	514213,521	8556430,573	318,9642	2737,5	229,95	89,0142
550,72844	259	33X	514214,03	8556433,432	319	2747,5	230,79	88,21
553,88867	260	33X	514214,48	8556436,56	319,0121	2757,5	231,63	87,3821
557,22315	261	33X	514214,875	8556439,871	319,0084	2770	232,68	86,3284
560,60239	262	33X	514215,235	8556443,231	319,0005	2780	233,52	85,4805
563,893	263	33X	514215,575	8556446,504	319	2790	234,36	84,64
566,99849	264	33X	514215,913	8556449,591	319,0162	2800	235,2	83,8162
569,95144	265	33X	514216,254	8556452,524	319,0495	2812,5	236,25	82,7995
572,8183	266	33X	514216,604	8556455,369	319,098	2822,5	237,09	82,008
575,66831	267	33X	514216,968	8556458,195	319,1596	2832,5	237,93	81,2296
578,56751	268	33X	514217,35	8556461,068	319,2326	2845	238,98	80,2526
581,5831	269	33X	514217,756	8556464,055	319,3149	2855	239,82	79,4949
584,78209	270	33X	514218,191	8556467,223	319,4047	2870	241,08	78,3247
588,23145	271	33X	514218,66	8556470,639	319,5	2885	242,34	77,16
591,95293	272	33X	514219,163	8556474,325	319,5989	2900	243,6	75,9989
595,78454	273	33X	514219,689	8556478,119	319,6995	2912,5	244,65	75,0495
599,51927	274	33X	514220,223	8556481,814	319,8	2927,5	245,91	73,89
603,00458	275	33X	514220,749	8556485,258	319,8975	2942,5	247,17	72,7275
606,29589	276	33X	514221,255	8556488,509	319,9852	2957,5	248,43	71,5552
609,50531	277	33X	514221,732	8556491,682	320,0553	2972,5	249,69	70,3653
612,74297	278	33X	514222,167	8556494,89	320,1	2987,5	250,95	69,15
616,08573	279	33X	514222,556	8556498,21	320,1167	3002,5	252,21	67,9067
619,46472	280	33X	514222,923	8556501,569	320,1235	3015	253,26	66,8635
622,77322	281	33X	514223,299	8556504,856	320,1435	3030	254,52	65,6235
625,90693	282	33X	514223,711	8556507,962	320,2	3045	255,78	64,42
628,80548	283	33X	514224,182	8556510,82	320,3075	3060	257,04	63,2675
631,57168	284	33X	514224,688	8556513,536	320,4459	3075	258,3	62,1459
634,34718	285	33X	514225,196	8556516,261	320,5863	3090	259,56	61,0263
637,26879	286	33X	514225,674	8556519,141	320,7	3105	260,82	59,88
640,43687	287	33X	514226,097	8556522,28	320,7673	3117,5	261,87	58,8973
643,76024	288	33X	514226,48	8556525,581	320,8054	3132,5	263,13	57,6754
647,10253	289	33X	514226,846	8556528,903	320,8409	3145	264,18	56,6609
650,32374	290	33X	514227,219	8556532,102	320,9	3157,5	265,23	55,67
653,32273	291	33X	514227,615	8556535,073	321,0015	3172,5	266,49	54,5115
656,14769	292	33X	514228,018	8556537,866	321,1324	3185	267,54	53,5924
658,88395	293	33X	514228,406	8556540,571	321,2722	3200	268,8	52,4722
661,61475	294	33X	514228,758	8556543,276	321,4	3212,5	269,85	51,55
664,40573	295	33X	514229,058	8556546,049	321,5002	3227,5	271,11	50,3902
667,2357	296	33X	514229,328	8556548,865	321,5773	3240	272,16	49,4173
670,06433	297	33X	514229,598	8556551,68	321,6407	3252,5	273,21	48,4307
672,84806	298	33X	514229,897	8556554,447	321,7	3267,5	274,47	47,23
675,56925	299	33X	514230,246	8556557,145	321,7618	3280	275,52	46,2418
678,2948	300	33X	514230,635	8556559,842	321,821	3295	276,78	45,041
681,11928	301	33X	514231,046	8556562,636	321,8697	3307,5	277,83	44,0397
684,134	302	33X	514231,46	8556565,622	321,9	3320	278,88	43,02
687,38881	303	33X	514231,861	8556568,852	321,9089	3332,5	279,93	41,9789
690,77038	304	33X	514232,251	8556572,211	321,9138	3345	280,98	40,9338
694,12604	305	33X	514232,631	8556575,545	321,9367	3357,5	282,03	39,9067
697,29769	306	33X	514233,004	8556578,694	322	3370	283,08	38,92
700,19001	307	33X	514233,375	8556581,56	322,118	3382,5	284,13	37,988
702,9225	308	33X	514233,751	8556584,262	322,2739	3395	285,18	37,0939
705,66703	309	33X	514234,137	8556586,974	322,4428	3407,5	286,23	36,2128
708,59445	310	33X	514234,542	8556589,869	322,6	3420	287,28	35,32
711,83345	311	33X	514234,971	8556593,077	322,726	3432,5	288,33	34,396
715,32738	312	33X	514235,417	8556596,541	322,8223	3445	289,38	33,4423
718,97474	313	33X	514235,873	8556600,159	322,8959	3457,5	290,43	32,4659
722,67192	314	33X	514236,333	8556603,827	322,9536	3467,5	291,27	31,6836
726,31862	315	33X	514236,787	8556607,445	323,0023	3480	292,32	30,6823
729,81102	316	33X	514237,229	8556610,909	323,0488	3490	293,16	29,8888
733,04594	317	33X	514237,65	8556614,116	323,1	3502,5	294,21	28,89
735,96755	318	33X	514238,046	8556617,01	323,1614	3512,5	295,05	28,1114
738,70599	319	33X	514238,426	8556619,721	323,2329	3525	296,1	27,1329
741,43619	320	33X	514238,802	8556622,424	323,3129	3537,5	297,15	26,1629
744,33036	321	33X	514239,188	8556625,291	323,4	3547,5	297,99	25,41
747,50813	322	33X	514239,589	8556628,442	323,4928	3560	299,04	24,4528
750,85691	323	33X	514239,992	8556631,765	323,5906	3570	299,88	23,7106
754,20704	324	33X	514240,38	8556635,091	323,6932	3582,5	300,93	22,7632
757,38848	325	33X	514240,733	8556638,251	323,8	3595	301,98	21,82
760,28792	326	33X	514241,041	8556641,132	323,9081	3605	302,82	21,0881
763,01673	327	33X	514241,318	8556643,845	324,0046	3617,5	303,87	20,1346
765,73804	328	33X	514241,588	8556646,552	324,0737	3627,5	304,71	19,3637
768,62217	329	33X	514241,872	8556649,422	324,1	3640	305,76	18,34
771,7833	330	33X	514242,19	8556652,567	324,0762	3645	306,18	17,8962
775,12708	331	33X	514242,55	8556655,891	324,0286	3652,5	306,81	17,2186
778,51085	332	33X	514242,957	8556659,25	323,9916	3657,5	307,23	16,7616
781,78717	333	33X	514243,416	8556662,494	324	3665	307,86	16,14
784,84976	334	33X	514243,925	8556665,513	324,0776	3672,5	308,49	15,5876
787,72797	335	33X	514244,45	8556668,34	324,2061	3677,5	308,91	15,2961
790,47468	336	33X	514244,948	8556671,037	324,3566	3685	309,54	14,8166
793,14937	337	33X	514245,378	8556673,673	324,5	3690	309,96	14,54
795,81196	338	33X	514245,713	8556676,312	324,6133	3697,5	310,59	14,0233
798,53069	339	33X	514245,983	8556679,016	324,6968	3702,5	311,01	13,6868
801,36664	340	33X	514246,236	8556681,84	324,7569	3710	311,64	13,1169
804,38406	341	33X	514246,517	8556684,844	324,8	3715	312,06	12,74
807,61549	342	33X	514246,86	8556688,057	324,8334	3722,5	312,69	12,1434
810,96733	343	33X	514247,249	8556691,386	324,8691	3727,5	313,11	11,7591
814,32088	344	33X	514247,659	8556694,714	324,9203	3735	313,74	11,1803
817,549	345	33X	514248,061	8556697,916	325	3740	314,16	10,84
820,56477	346	33X	514248,437	8556700,906	325,1156	3747,5	314,79	10,3256
823,4056	347	33X	514248,802	8556703,72	325,2516	3752,5	315,21	10,0416
826,14036	348	33X	514249,181	8556706,425	325,3868	3760	315,84	9,5468
828,84131	349	33X	514249,599	8556709,091	325,5	3765	316,26	9,24
831,57033	350	33X	514250,07	8556711,778	325,576	3767,5	316,47	9,106
834,36021	351	33X	514250,577	8556714,521	325,6243	3772,5	316,89	8,7343
837,22789	352	33X	514251,091	8556717,342	325,6605	3775	317,1	8,5605
840,1977	353	33X	514251,586	8556720,27	325,7	3777,5	317,31	8,39
843,28249	354	33X	514252,038	8556723,321	325,7554	3780	317,52	8,2354
846,4765	355	33X	514252,454	8556726,487	325,8268	3782,5	317,73	8,0968
849,76457	356	33X	514252,842	8556729,751	325,9112	3785	317,94	7,9712
853,13251	357	33X	514253,214	8556733,097	326,0057	3787,5	318,15	7,8557
856,56647	358	33X	514253,579	8556736,51	326,1073	3790	318,36	7,7473
860,05068	359	33X	514253,948	8556739,973	326,213	3792,5	318,57	7,643
863,57022	360	33X	514254,331	8556743,47	326,3199	3795	318,78	7,5399
867,11137	361	33X	514254,739	8556746,986	326,425	3797,5	318,99	7,435
870,65659	362	33X	514255,182	8556750,502	326,5254	3800	319,2	7,3254
874,19449	363	33X	514255,669	8556754,005	326,618	3802,5	319,41	7,208
877,70981	364	33X	514256,213	8556757,477	326,7	3805	319,62	7,08
881,18568	365	33X	514256,813	8556760,9	326,7689	3807,5	319,83	6,9389
884,58669	366	33X	514257,436	8556764,243	326,8248	3810	320,04	6,7848
887,87279	367	33X	514258,039	8556767,473	326,8683	3812,5	320,25	6,6183
891,00404	368	33X	514258,58	8556770,557	326,9	3815	320,46	6,44
893,95829	369	33X	514259,028	8556773,477	326,9218	3817,5	320,67	6,2518
896,78217	370	33X	514259,409	8556776,275	326,9403	3820	320,88	6,0603
899,53759	371	33X	514259,759	8556779,008	326,9637	3822,5	321,09	5,8737
902,28525	372	33X	514260,117	8556781,732	327	3825	321,3	5,7
905,07561	373	33X	514260,51	8556784,494	327,0551	3827,5	321,51	5,5451
907,90143	374	33X	514260,92	8556787,289	327,1264	3830	321,72	5,4064
910,73984	375	33X	514261,319	8556790,098	327,2096	3832,5	321,93	5,2796
913,57339	376	33X	514261,68	8556792,907	327,3	3835	322,14	5,16
916,38644	377	33X	514261,984	8556795,702	327,394	3837,5	322,35	5,044
919,19018	378	33X	514262,254	8556798,491	327,4915	3840	322,56	4,9315
921,99278	379	33X	514262,521	8556801,279	327,5932	3842,5	322,77	4,8232
924,80952	380	33X	514262,818	8556804,078	327,7	3845	322,98	4,72
927,64837	381	33X	514263,168	8556806,893	327,8112	3847,5	323,19	4,6212
930,49248	382	33X	514263,559	8556809,708	327,9202	3850	323,4	4,5202
933,31729	383	33X	514263,97	8556812,501	328,0191	3852,5	323,61	4,4091
936,10099	384	33X	514264,381	8556815,253	328,1	3855	323,82	4,28
938,83614	385	33X	514264,775	8556817,959	328,1582	3857,5	324,03	4,1282
941,58023	386	33X	514265,157	8556820,676	328,2028	3860	324,24	3,9628
944,40497	387	33X	514265,535	8556823,475	328,2459	3862,5	324,45	3,7959
947,38319	388	33X	514265,918	8556826,428	328,3	3865	324,66	3,64
950,55969	389	33X	514266,313	8556829,579	328,3731	3865	324,66	3,7131
953,86158	390	33X	514266,709	8556832,856	328,4563	3867,5	324,87	3,5863
957,18925	391	33X	514267,097	8556836,16	328,5363	3870	325,08	3,4563
960,43955	392	33X	514267,463	8556839,389	328,6	3870	325,08	3,52
963,53429	393	33X	514267,801	8556842,465	328,6376	3872,5	325,29	3,3476
966,48807	394	33X	514268,115	8556845,402	328,6537	3875	325,5	3,1537
969,33592	395	33X	514268,415	8556848,234	328,6563	3877,5	325,71	2,9463
972,11484	396	33X	514268,712	8556850,997	328,6534	3877,5	325,71	2,9434
974,85961	397	33X	514269,015	8556853,725	328,6532	3880	325,92	2,7332
977,60809	398	33X	514269,333	8556856,455	328,6636	3882,5	326,13	2,5336
980,39444	399	33X	514269,676	8556859,22	328,6927	3882,5	326,13	2,5627
983,25507	400	33X	514270,054	8556862,055	328,7485	3885	326,34	2,4085
986,2287	401	33X	514270,477	8556864,997	328,8391	3887,5	326,55	2,2891
989,35109	402	33X	514270,953	8556868,08	328,9725	3890	326,76	2,2125
992,65966	403	33X	514271,493	8556871,339	329,1568	3890	326,76	2,3968
996,19293	404	33X	514272,107	8556874,81	329,4	3892,5	326,97	2,43
999,95419	405	33X	514272,789	8556878,497	329,6967	3895	327,18	2,5167
1003,8031	406	33X	514273,47	8556882,274	329,9876	3895	327,18	2,8076
1007,5719	407	33X	514274,068	8556885,989	330,2	3897,5	327,39	2,81
1011,1316	408	33X	514274,527	8556889,518	330,2828	3900	327,6	2,6828
1014,4893	409	33X	514274,89	8556892,856	330,272	3902,5	327,81	2,462
1017,6806	410	33X	514275,228	8556896,029	330,2252	3902,5	327,81	2,4152
1020,7369	411	33X	514275,612	8556899,061	330,2	3905	328,02	2,18
1023,6941	412	33X	514276,09	8556901,979	330,2405	3907,5	328,23	2,0105
1026,568	413	33X	514276,62	8556904,802	330,3365	3907,5	328,23	2,1065
1029,366	414	33X	514277,136	8556907,549	330,4643	3910	328,44	2,0243
1032,0958	415	33X	514277,574	8556910,24	330,6	3912,5	328,65	1,95
1034,7815	416	33X	514277,892	8556912,904	330,7239	3912,5	328,65	2,0739
1037,4969	417	33X	514278,139	8556915,606	330,8319	3910	328,44	2,3919
1040,3195	418	33X	514278,388	8556918,416	330,924	3910	328,44	2,484
1043,3329	419	33X	514278,712	8556921,411	331	3910	328,44	2,56
1046,5794	420	33X	514279,159	8556924,626	331,0593	3910	328,44	2,6193
1049,9494	421	33X	514279,682	8556927,955	331,0985	3910	328,44	2,6585
1053,2889	422	33X	514280,213	8556931,252	331,1134	3907,5	328,23	2,8834
1056,4478	423	33X	514280,681	8556934,376	331,1	3907,5	328,23	2,87
1059,3271	424	33X	514281,036	8556937,233	331,0607	3907,5	328,23	2,8307
1062,0451	425	33X	514281,309	8556939,937	331,0242	3907,5	328,23	2,7942
1064,773	426	33X	514281,553	8556942,654	331,0256	3907,5	328,23	2,7956
1067,6792	427	33X	514281,819	8556945,547	331,1	3905	328,02	3,08
1070,8793	428	33X	514282,145	8556948,726	331,2696	3905	328,02	3,2496
1074,2616	429	33X	514282,522	8556952,079	331,5046	3905	328,02	3,4846
1077,6498	430	33X	514282,927	8556955,433	331,7623	3905	328,02	3,7423
1080,8709	431	33X	514283,337	8556958,619	332	3905	328,02	3,98
1083,8071	432	33X	514283,737	8556961,522	332,1843	3902,5	327,81	4,3743
1086,5611	433	33X	514284,126	8556964,245	332,3198	3902,5	327,81	4,5098
1089,2953	434	33X	514284,512	8556966,95	332,4204	3902,5	327,81	4,6104
1092,1668	435	33X	514284,9	8556969,794	332,5	3902,5	327,81	4,69
1095,2945	436	33X	514285,294	8556972,896	332,5701	3900	327,6	4,9701
