Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
52	0	513673,327	8556378,18	400,251944	90,954549	7,5492	0	392,702744
58,4	0	513672,1369	8556371,893	400,288207	106,636367	8,8508	0	391,437407
65,6	0	513670,7355	8556364,832	400,211025	112,909095	9,3715	0	390,839525
73,6	0	513669,317	8556356,96	400,16067	116,045459	9,6318	0	390,52887
78,4	0	513668,5225	8556352,227	400,133016	122,318186	10,1524	0	389,980616
85,6	0	513667,3062	8556345,131	400,054368	144,272732	11,9746	0	388,079768
90,4	0	513666,4844	8556340,402	400,032146	150,54546	12,4953	0	387,536846
100,8	0	513664,7092	8556330,159	399,864103	172,500006	14,3175	0	385,546603
106,4	0	513663,7941	8556324,638	399,685471	185,045461	15,3588	0	384,326671
114,4	0	513662,4557	8556316,755	399,490407	203,863643	16,9207	0	382,569707
125,6	0	513660,3366	8556305,766	399,111625	213,272735	17,7016	0	381,410025
132	0	513659,0115	8556299,51	398,894261	235,227281	19,5239	0	379,370361
141,6	0	513657,0408	8556290,127	398,47075	247,772736	20,5651	0	377,90565
151,2	0	513654,916	8556280,776	398,057427	260,318191	21,6064	0	376,451027
160	0	513652,9343	8556272,213	397,631739	272,863646	22,6477	0	374,984039
166,4	0	513651,5948	8556265,964	397,324616	282,272737	23,4286	0	373,896016
173,6	0	513650,1415	8556258,921	396,978298	288,545465	23,9493	0	373,028998
181,6	0	513648,5302	8556251,096	396,590779	304,227283	25,2509	0	371,339879
189,6	0	513646,9521	8556243,265	396,166575	313,636374	26,0318	0	370,134775
196,8	0	513645,7	8556236,189	395,74266	326,181829	27,0731	0	368,66956
205,6	0	513644,2383	8556227,527	395,228033	341,863648	28,3747	0	366,853333
214,4	0	513642,7101	8556218,878	394,701342	360,681831	29,9366	0	364,764742
222,4	0	513641,3588	8556211,004	394,286751	373,227286	30,9779	0	363,308851
232	0	513639,7411	8556201,558	393,739737	388,909104	32,2795	0	361,460237
243,2	0	513638,0038	8556190,517	393,058712	410,863651	34,1017	0	358,957012
246,4	0	513637,4109	8556187,379	392,849791	426,545469	35,4033	0	357,446491
252	0	513636,3637	8556181,894	392,445797	448,500015	37,2255	0	355,220297
260,8	0	513634,611	8556173,294	391,822401	470,454562	39,0477	0	352,774701
269,6	0	513632,8894	8556164,686	391,220334	483,000017	40,089	0	351,131334
276,8	0	513631,5563	8556157,627	390,743052	504,954563	41,9112	0	348,831852
284,8	0	513630,0704	8556149,788	390,161188	533,181837	44,2541	0	345,907088
