Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
84,7	0	510866,5569	8562346,229	522,950523	655	54,365	0	468,585523
93,1	0	510872,7663	8562351,885	523,003942	643	53,369	0	469,634942
100,1	0	510877,9607	8562356,576	523,015974	619	51,377	0	471,638974
108,5	0	510883,9921	8562362,417	523,102288	601	49,883	0	473,219288
119	0	510891,3902	8562369,866	523,127969	571	47,393	0	475,734969
129,5	0	510898,6088	8562377,478	523,141256	550	45,65	0	477,491256
138,6	0	510904,9639	8562383,984	523,19443	538	44,654	0	478,54043
149,1	0	510912,3809	8562391,414	523,249747	517	42,911	0	480,338747
162,4	0	510921,696	8562400,902	523,127061	496	41,168	0	481,959061
174,3	0	510929,9943	8562409,428	523,11364	478	39,674	0	483,43964
186,2	0	510938,3326	8562417,914	523,122379	463	38,429	0	484,693379
198,1	0	510946,6494	8562426,42	523,080143	451	37,433	0	485,647143
210,7	0	510955,2565	8562435,618	522,967268	442	36,686	0	486,281268
222,6	0	510963,3816	8562444,308	522,745011	445	36,935	0	485,810011
234,5	0	510971,4702	8562453,027	522,372147	436	36,188	0	486,184147
248,5	0	510981,0338	8562463,238	521,9601	424	35,192	0	486,7681
261,1	0	510989,868	8562472,207	521,656264	409	33,947	0	487,709264
284,2	0	511005,0227	8562489,588	520,558479	376	31,208	0	489,350479
298,2	0	511013,8299	8562500,44	519,797415	331	27,473	0	492,324415
310,1	0	511021,5952	8562509,405	518,870097	310	25,73	0	493,140097
323,4	0	511030,4543	8562519,265	517,806853	286	23,738	0	494,068853
340,2	0	511041,8919	8562531,468	516,251167	268	22,244	0	494,007167
355,6	0	511052,6665	8562542,34	514,603711	259	21,497	0	493,106711
367,5	0	511061,1874	8562550,545	513,332017	256	21,248	0	492,084017
380,8	0	511070,8014	8562559,656	512,170965	256	21,248	0	490,922965
394,1	0	511080,1561	8562569,045	511,099746	232	19,256	0	491,843746
410,2	0	511091,0963	8562580,765	509,702345	220	18,26	0	491,442345
425,6	0	511101,7223	8562591,856	508,625954	208	17,264	0	491,361954
442,4	0	511113,3469	8562603,947	507,736618	214	17,762	0	489,974618
452,9	0	511120,5199	8562611,601	507,325784	241	20,003	0	487,322784
464,1	0	511128,362	8562619,584	506,939604	262	21,746	0	485,193604
479,5	0	511138,9977	8562630,71	506,5372	283	23,489	0	483,0482
487,2	0	511144,4668	8562636,125	506,361435	293,136362	24,3303	0	482,031135
494,9	0	511149,9702	8562641,508	506,220537	325	26,975	0	479,245537
509,6	0	511160,2922	8562651,96	505,830266	358	29,714	0	476,116266
518	0	511166,0542	8562658,069	505,655035	370,102271	30,7185	0	474,936535
525	0	511170,9106	8562663,108	505,548204	385	31,955	0	473,593204
540,4	0	511181,4843	8562674,294	505,171355	415	34,445	0	470,726355
549,5	0	511187,7795	8562680,859	504,91232	426,346588	35,3868	0	469,52552
553,7	0	511190,7067	8562683,865	504,763073	442	36,686	0	468,077073
563,5	0	511197,3871	8562691,028	504,495632	475	39,425	0	465,070632
576,1	0	511205,7106	8562700,476	504,106427	496	41,168	0	462,938427
584,5	0	511211,103	8562706,908	503,832169	524,034088	43,4948	0	460,337369
590,8	0	511215,2316	8562711,659	503,58575	556	46,148	0	457,43775
597,8	0	511219,8541	8562716,907	503,308455	583,238633	48,4088	0	454,899655
604,1	0	511223,9824	8562721,656	503,024988	616	51,128	0	451,896988
622,3	0	511235,8129	8562735,457	502,182797	685	56,855	0	445,327797
633,5	0	511243,3389	8562743,727	501,624014	728,289768	60,448	0	441,176014
644,7	0	511251,032	8562751,841	501,036189	763	63,329	0	437,707189
655,2	0	511258,3159	8562759,375	500,424868	793	65,819	0	434,605868
668,5	0	511267,4116	8562769,035	499,534228	829	68,807	0	430,727228
673,4	0	511270,7178	8562772,641	499,27317	862,784102	71,6111	0	427,66207
683,2	0	511277,1936	8562779,972	498,685293	894,062494	74,2072	0	424,478093
690,9	0	511282,2325	8562785,771	498,180717	932,386377	77,3881	0	420,792617
697,2	0	511286,3439	8562790,531	497,821207	962,147721	79,8583	0	417,962907
706,3	0	511292,3544	8562797,34	497,291048	1004,772743	83,3961	0	413,894948
712,6	0	511296,4304	8562802,137	497,055079	1045,034084	86,7378	0	410,317279
725,2	0	511304,7473	8562811,583	496,469125	1036,153402	86,0007	0	410,468425
735	0	511311,1179	8562819,019	496,101682	1024,312493	85,0179	0	411,083782
742,7	0	511316,1203	8562824,867	495,849495	1018,693198	84,5515	0	411,297995
753,9	0	511323,3587	8562833,409	495,692316	1021,352266	84,7722	0	410,920116
765,1	0	511330,6763	8562841,886	495,655219	1027,045471	85,2448	0	410,410419
779,1	0	511339,8593	8562852,45	495,70955	1013,125016	84,0894	0	411,62015
791	0	511347,6519	8562861,441	495,810052	994,710221	82,5609	0	413,249152
802,9	0	511355,411	8562870,457	496,076264	999,204561	82,934	0	413,142264
821,8	0	511367,6745	8562884,83	496,478571	985,284106	81,7786	0	414,699971
845,6	0	511383,2919	8562902,776	497,059912	982,500015	81,5475	0	415,512412
865,2	0	511396,3817	8562917,349	497,597163	985,829539	81,8238	0	415,773363
873,6	0	511401,9889	8562923,597	497,825149	979,715924	81,3164	0	416,508749
882,7	0	511407,9859	8562930,433	498,136254	985,829539	81,8238	0	416,312454
891,1	0	511413,2967	8562936,935	498,394484	982,869312	81,5781	0	416,816384
896	0	511416,2919	8562940,81	498,533116	979,909084	81,3325	0	417,200616
901,6	0	511419,7007	8562945,249	498,692453	985,284106	81,7786	0	416,913853
923,3	0	511432,5592	8562962,704	499,573214	988,068197	82,0097	0	417,563514
955,5	0	511452,2083	8562988,172	500,846763	985,284106	81,7786	0	419,068163
987,7	0	511472,7199	8563012,95	502,217005	982,500015	81,5475	0	420,669505
1003,8	0	511482,4471	8563025,756	502,867686	985,113659	81,7644	0	421,103286
1020,6	0	511492,5533	8563039,154	503,592946	988,068197	82,0097	0	421,583246
1038,8	0	511504,1486	8563053,162	504,283323	979,920477	81,3334	0	422,949923
1050,7	0	511511,8017	8563062,262	504,739282	990,852288	82,2407	0	422,498582
1062,6	0	511519,502	8563071,325	505,12411	992,903432	82,411	0	422,71311
1075,9	0	511528,5049	8563081,095	505,686857	996,42047	82,7029	0	422,983957
1088,5	0	511537,3706	8563090,04	506,034982	998,096614	82,842	0	423,192982
1096,2	0	511542,808	8563095,487	506,227915	1000,693205	83,0575	0	423,170415
1106	0	511549,7811	8563102,366	506,498716	993,409115	82,453	0	424,045716
1113,7	0	511555,2941	8563107,736	506,726587	1005,886387	83,4886	0	423,237987
1124,2	0	511562,8761	8563114,992	507,03933	985,056842	81,7597	0	425,27963
1143,8	0	511576,7006	8563128,872	507,537349	979,48866	81,2976	0	426,239749
1157,8	0	511586,5471	8563138,815	507,920304	968,352296	80,3732	0	427,547104
1174,6	0	511598,0912	8563151,012	508,272576	957,215932	79,4489	0	428,823676
1195,6	0	511611,937	8563166,785	508,746188	951,64775	78,9868	0	429,759388
