Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
107,4	0	517722,6548	8556310,764	490,96956	34,653409	2,8762	0	488,09336
110,4	0	517719,7261	8556310,493	490,382686	36,477273	3,0276	0	487,355086
112,5	0	517717,6687	8556310,321	489,999651	45,596591	3,7845	0	486,215151
117,3	0	517712,9672	8556309,981	489,10483	60,1875	4,9956	0	484,10923
122,7	0	517707,663	8556309,632	488,165954	71,130681	5,9038	0	482,262154
125,4	0	517705,0122	8556309,527	487,6779	76,602272	6,358	0	481,3199
130,5	0	517700,0079	8556309,317	486,827328	85,72159	7,1149	0	479,712428
135,3	0	517695,3062	8556308,706	486,081612	102,136363	8,4773	0	477,604312
139,8	0	517690,8964	8556308,202	485,351202	113,079545	9,3856	0	475,965602
144,6	0	517686,1813	8556307,687	484,616957	118,551136	9,8397	0	474,777257
150,3	0	517680,6073	8556307,046	483,687855	122,198863	10,1425	0	473,545355
154,8	0	517676,1818	8556306,538	483,067014	125,84659	10,4453	0	472,621714
159,9	0	517671,1565	8556306,051	482,352881	118,551136	9,8397	0	472,513181
163,2	0	517667,8855	8556305,864	481,961747	96,664772	8,0232	0	473,938547
168	0	517663,1366	8556305,538	481,352157	103,960227	8,6287	0	472,723457
174	0	517657,2002	8556305,05	480,657091	103,960227	8,6287	0	472,028391
177,3	0	517653,942	8556304,71	480,267238	109,431818	9,0828	0	471,184438
181,5	0	517649,8117	8556304,163	479,739412	111,255681	9,2342	0	470,505212
189,3	0	517642,0829	8556303,707	478,836473	114,903408	9,537	0	469,299473
196,5	0	517634,9606	8556303,236	477,931601	118,551136	9,8397	0	468,091901
201,9	0	517629,6121	8556302,787	477,349814	122,198863	10,1425	0	467,207314
208,2	0	517623,3748	8556302,298	476,638266	133,142045	11,0508	0	465,587466
212,7	0	517618,9369	8556301,775	476,118242	140,437499	11,6563	0	464,461942
217,2	0	517614,4983	8556301,254	475,602447	155,028408	12,8674	0	462,735047
224,1	0	517607,6772	8556300,679	474,748996	155,028408	12,8674	0	461,881596
232,8	0	517599,0686	8556299,964	473,772383	153,204545	12,716	0	461,056383
238,8	0	517593,1164	8556299,616	473,115372	149,556817	12,4132	0	460,702172
244,5	0	517587,4769	8556299,194	472,429153	142,261363	11,8077	0	460,621453
