Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
336	0	514036,8995	8555073,934	346,349073	1165,420449	96,7299	0	249,619173
351,2	0	514029,3718	8555087,119	346,989744	1147,181812	95,2161	0	251,773644
364	0	514023,0119	8555098,215	347,462247	1128,943176	93,7023	0	253,759947
380,8	0	514014,8391	8555112,871	348,208829	1103,409085	91,583	0	256,625829
396	0	514007,4002	8555126,114	348,729191	1092,465904	90,6747	0	258,054491
411,2	0	513999,8799	8555139,315	349,161087	1092,465904	90,6747	0	258,486387
426,4	0	513991,9741	8555152,283	349,666541	1077,874995	89,4636	0	260,202941
439,2	0	513985,2765	8555163,176	350,145946	1074,227267	89,1609	0	260,985046
448,8	0	513980,4059	8555171,442	350,45166	1055,988631	87,6471	0	262,80456
464,8	0	513972,1316	8555185,131	350,775676	1030,45454	85,5277	0	265,247976
480	0	513964,3382	8555198,176	351,102298	1019,511358	84,6194	0	266,482898
494,4	0	513957,0191	8555210,564	351,612094	1001,272722	83,1056	0	268,506494
515,2	0	513946,8737	8555228,705	352,20709	997,624995	82,8029	0	269,40419
528,8	0	513940,5024	8555240,716	352,448606	983,034086	81,5918	0	270,856806
544,8	0	513932,3237	8555254,452	352,822587	983,034086	81,5918	0	271,230787
560	0	513924,7441	8555267,617	353,067377	975,738631	80,9863	0	272,081077
576,8	0	513916,4049	8555282,19	353,280521	968,443177	80,3808	0	272,899721
596,8	0	513905,7849	8555299,123	353,853918	957,499995	79,4725	0	274,381418
608	0	513899,6701	8555308,503	353,984438	950,204541	78,867	0	275,117438
620,8	0	513892,7298	8555319,249	354,051546	942,909086	78,2615	0	275,790046
633,6	0	513885,9334	8555330,091	354,162767	928,318177	77,0504	0	277,112367
650,4	0	513877,5717	8555344,648	354,349046	910,079541	75,5366	0	278,812446
666,4	0	513869,9274	8555358,695	354,637353	891,840905	74,0228	0	280,614553
684,8	0	513860,8267	8555374,685	354,649716	877,249996	72,8117	0	281,838016
698,4	0	513854,0055	8555386,446	354,713252	866,306814	71,9035	0	282,809752
709,6	0	513848,5041	8555396,198	354,80328	859,011359	71,2979	0	283,50538
723,2	0	513841,7457	8555407,995	354,984109	844,42045	70,0869	0	284,897209
740,8	0	513832,3203	8555422,852	355,266349	837,124996	69,4814	0	285,784949
757,6	0	513823,4825	8555437,129	355,587389	829,829541	68,8758	0	286,711589
774,4	0	513814,9764	8555451,613	355,752273	822,534087	68,2703	0	287,481973
788,8	0	513807,905	8555464,15	355,942883	811,590905	67,362	0	288,580883
800,8	0	513802,1914	8555474,695	356,257341	800,647723	66,4538	0	289,803541
813,6	0	513796,0063	8555485,895	356,397543	804,295451	66,7565	0	289,641043
824,8	0	513790,197	8555495,466	356,418417	804,295451	66,7565	0	289,661917
836	0	513784,3838	8555505,037	356,467992	793,352269	65,8482	0	290,619792
851,2	0	513776,4931	8555518,013	356,957021	778,76136	64,6372	0	292,319821
865,6	0	513768,7141	8555530,124	357,319349	767,818178	63,7289	0	293,590449
884,8	0	513757,9675	8555546,019	357,907588	756,874996	62,8206	0	295,086988
902,4	0	513747,7426	8555560,321	358,617696	738,63636	61,3068	0	297,310896
917,6	0	513739,2425	8555572,903	359,2348	724,045451	60,0958	0	299,139
927,2	0	513733,8317	8555580,816	359,675712	716,988648	59,5101	0	300,165612
935,2	0	513729,1708	8555587,307	360,038982	720,482966	59,8001	0	300,238882
948,8	0	513721,3492	8555598,409	360,726689	723,977284	60,0901	0	300,636589
957,6	0	513716,2428	8555605,561	361,174081	741,448876	61,5403	0	299,633781
969,6	0	513709,5721	8555615,512	361,849701	758,920467	62,9904	0	298,859301
988	0	513699,7185	8555631,021	362,789448	751,93183	62,4103	0	300,379148
1001,6	0	513692,4762	8555642,511	363,45794	741,448876	61,5403	0	301,91764
1016	0	513684,7428	8555654,636	364,1783	716,988648	59,5101	0	304,6682
1025,6	0	513679,5285	8555662,681	364,651335	710,000011	58,93	0	305,721335
1037,6	0	513673,0246	8555672,738	365,296873	699,517057	58,0599	0	307,236973
1046,4	0	513668,4051	8555680,209	365,808935	696,022738	57,7699	0	308,039035
