Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
83,2	0	509656,2402	8563192,507	484,027524	553,818209	45,9669	0	438,060624
92	0	509664,7133	8563194,877	484,043194	618,181849	51,3091	0	432,734094
103,2	0	509675,4464	8563198,072	484,047537	674,500033	55,9835	0	428,064037
115,2	0	509686,9248	8563201,564	484,107235	710,704581	58,9885	0	425,118735
123,2	0	509694,5652	8563203,929	484,130853	718,750036	59,6563	0	424,474553
129,6	0	509700,6868	8563205,792	484,151829	734,840946	60,9918	0	423,160029
142,4	0	509712,959	8563209,428	484,156045	815,295496	67,6695	0	416,486545
153,6	0	509723,753	8563212,411	484,20445	875,636408	72,6778	0	411,52665
168	0	509737,6694	8563216,101	484,193691	935,97732	77,6861	0	406,507591
184,8	0	509753,7863	8563220,833	484,096878	1024,477325	85,0316	0	399,065278
195,2	0	509763,7484	8563223,812	484,008336	1076,772782	89,3721	0	394,636236
211,2	0	509779,1367	8563228,187	483,930303	1117,000057	92,711	0	391,219303
226,4	0	509793,712	8563232,489	483,790034	1177,34097	97,7193	0	386,070734
235,2	0	509802,1328	8563235,037	483,673478	1205,500062	100,0565	0	383,616978
244,8	0	509811,2983	8563237,884	483,541623	1241,278376	103,0261	0	380,515523
264	0	509829,6228	8563243,6	483,266987	1316,448828	109,2652	0	374,001787
283,2	0	509847,9813	8563249,209	482,985536	1386,249962	115,0587	0	367,926836
301,6	0	509865,5801	8563254,569	482,731908	1456,051096	120,8522	0	361,879708
318,4	0	509881,6939	8563259,313	482,550397	1445,31246	119,9609	0	362,589497
333,6	0	509896,3545	8563263,318	482,324992	1493,636322	123,9718	0	358,353192
344,8	0	509907,0805	8563266,535	482,218499	1568,806774	130,211	0	352,007499
359,2	0	509920,8155	8563270,853	482,051356	1558,068138	129,3197	0	352,731656
375,2	0	509936,0629	8563275,689	481,831702	1611,761318	133,7762	0	348,055502
404	0	509963,579	8563284,182	481,596589	1740,62495	144,4719	0	337,124689
424	0	509982,6931	8563290,06	481,438703	1869,488583	155,1675	0	326,271203
440,8	0	509998,7309	8563295,058	481,423223	1971,505625	163,635	0	317,788223
