Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
53,2	0	517273,5691	8554568,883	256,893916	837,795438	69,537	0	187,356916
61,6	0	517280,9971	8554572,775	257,255309	824,772711	68,4561	0	188,799209
71,4	0	517289,696	8554577,064	257,901246	824,772711	68,4561	0	189,445146
79,1	0	517296,6252	8554580,405	258,18726	811,749984	67,3752	0	190,81206
91	0	517307,4088	8554585,258	258,965696	798,727257	66,2944	0	192,671296
100,1	0	517316,0334	8554588,094	259,283032	777,022712	64,4929	0	194,790132
112,7	0	517328,3523	8554590,573	259,357975	746,636349	61,9708	0	197,387175
119,7	0	517335,3416	8554590,779	259,49366	733,613622	60,8899	0	198,60376
132,3	0	517347,8924	8554590,951	259,833955	711,909077	59,0885	0	200,745455
145,6	0	517360,8038	8554593,793	260,233107	685,863623	56,9267	0	203,306407
161	0	517373,3533	8554602,376	260,924614	625,090897	51,8825	0	209,042114
166,6	0	517377,1743	8554606,435	261,402085	581,681807	48,2796	0	213,122485
182,7	0	517386,807	8554619,166	263,197317	520,909081	43,2355	0	219,961817
198,8	0	517395,2196	8554632,63	265,753331	499,204535	41,434	0	224,319331
219,8	0	517410,6699	8554646,041	268,620543	481,840899	39,9928	0	228,627743
233,8	0	517423,9656	8554649,97	269,960185	464,477263	38,5516	0	231,408585
248,5	0	517438,4104	8554652,247	271,031876	447,113627	37,1104	0	233,921476
258,3	0	517448,0422	8554653,508	271,508049	434,0909	36,0295	0	235,478549
269,5	0	517459,1506	8554654,692	272,108391	421,068173	34,9487	0	237,159691
283,5	0	517472,8266	8554655,359	272,628259	403,704537	33,5075	0	239,120759
301,7	0	517490,8588	8554654,758	272,892442	386,340901	32,0663	0	240,826142
311,5	0	517500,6455	8554654,802	273,282202	381,999992	31,706	0	241,576202
322	0	517511,1237	8554654,764	273,607865	416,727264	34,5884	0	239,019465
322	0	517511,1237	8554654,764	273,607865	373,318174	30,9854	0	242,622465
330,4	0	517519,4581	8554654,586	273,96576	438,431809	36,3898	0	237,57596
343,7	0	517532,6908	8554653,733	274,53304	425,409082	35,309	0	239,22404
354,9	0	517543,8406	8554653,024	275,156174	416,727264	34,5884	0	240,567774
364	0	517552,9072	8554652,864	275,701619	408,045446	33,8678	0	241,833819
378,7	0	517567,5371	8554652,147	276,667241	399,363628	33,1472	0	243,520041
391,3	0	517580,0501	8554651,134	277,645185	395,022719	32,7869	0	244,858285
407,4	0	517596,0255	8554649,941	279,138142	395,022719	32,7869	0	246,351242
414,4	0	517602,9896	8554649,567	279,722996	390,68181	32,4266	0	247,296396
427	0	517615,4845	8554648,617	280,998913	377,659083	31,3457	0	249,653213
431,9	0	517620,3216	8554648,405	281,677792	364,636356	30,2648	0	251,412992
445,2	0	517633,4531	8554647,128	283,19218	334,249993	27,7427	0	255,44948
461,3	0	517649,3849	8554645,751	284,824733	316,886357	26,3016	0	258,523133
467,6	0	517655,6132	8554645,215	285,60057	259,8125	21,5644	0	264,03617
480,2	0	517668,0409	8554644,162	287,38027	269	22,327	0	265,05327
487,2	0	517674,9449	8554643,651	288,405271	275,5625	22,8717	0	265,533571
494,2	0	517681,855	8554643,068	289,348863	283,4375	23,5253	0	265,823563
502,6	0	517690,1196	8554642,43	290,703219	295,25	24,5057	0	266,197519
513,1	0	517700,4195	8554641,496	292,506743	307,0625	25,4862	0	267,020543
527,8	0	517714,8289	8554640,155	295,073291	323,18181	26,8241	0	268,249191
