Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
49,6	0	513270,1558	8551460,702	328,131802	180,590913	14,989	0	313,142802
52,8	0	513268,4016	8551458,032	328,303913	180,590913	14,989	0	313,314913
54,4	0	513267,543	8551456,685	328,380419	182,772731	15,1701	0	313,210319
56,8	0	513266,2311	8551454,677	328,458105	189,318186	15,7134	0	312,744705
60	0	513264,4995	8551451,989	328,552067	189,318186	15,7134	0	312,838667
63,2	0	513262,775	8551449,296	328,658362	191,500004	15,8945	0	312,763862
67,2	0	513260,4702	8551446,03	328,746734	200,227277	16,6189	0	312,127834
72	0	513257,6299	8551442,169	328,971897	213,318187	17,7054	0	311,266497
76	0	513255,294	8551438,925	329,108315	217,681823	18,0676	0	311,040715
81,6	0	513251,8424	8551434,517	329,191735	237,318187	19,6974	0	309,494335
84	0	513250,3649	8551432,628	329,268497	239,500006	19,8785	0	309,389997
88	0	513247,9279	8551429,458	329,360154	250,409097	20,784	0	308,576154
93,6	0	513244,6378	8551424,928	329,464627	259,13637	21,5083	0	307,956327
95,2	0	513243,7197	8551423,619	329,533896	259,13637	21,5083	0	308,025596
98,4	0	513241,9884	8551420,93	329,620992	278,772734	23,1381	0	306,482892
101,6	0	513240,2532	8551418,377	329,090377	291,863644	24,2247	0	304,865677
104	0	513238,8977	8551416,449	328,864468	296,22728	24,5869	0	304,277568
108	0	513236,5852	8551413,198	329,100845	307,136371	25,4923	0	303,608545
111,2	0	513234,7607	8551410,577	329,280996	313,681826	26,0356	0	303,245396
115,2	0	513232,3868	8551407,361	329,268091	324,590917	26,941	0	302,327091
118,4	0	513230,4733	8551404,798	329,316997	333,31819	27,6654	0	301,651597
124,8	0	513226,6996	8551399,635	329,48333	352,954555	29,2952	0	300,18813
129,6	0	513223,9836	8551395,687	329,694118	363,863646	30,2007	0	299,493418
133,6	0	513221,4952	8551392,556	329,727676	370,409101	30,744	0	298,983676
137,6	0	513219,0789	8551389,372	329,820793	376,954555	31,2872	0	298,533593
141,6	0	513216,7629	8551386,121	329,925515	376,954555	31,2872	0	298,638315
144,8	0	513214,8467	8551383,559	329,943204	379,136374	31,4683	0	298,474904
148	0	513212,9129	8551381,017	330,11897	383,50001	31,8305	0	298,28847
151,2	0	513210,9775	8551378,473	330,253994	387,863647	32,1927	0	298,061294
153,6	0	513209,5006	8551376,585	330,321487	394,409101	32,736	0	297,585487
156,8	0	513207,528	8551374,067	330,411147	398,772738	33,0981	0	297,313047
