Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
100,8	0	513324,5719	8556752,627	429,833694	567,914801	47,1369	0	382,696794
110,4	0	513320,5681	8556743,915	430,276107	567,914801	47,1369	0	383,139207
117,6	0	513317,6595	8556737,336	430,563792	567,914801	47,1369	0	383,426892
121,6	0	513316,0795	8556733,665	430,739023	567,914801	47,1369	0	383,602123
134,4	0	513310,9987	8556721,93	431,173598	576,585256	47,8566	0	383,316998
145,6	0	513306,7678	8556711,567	431,496036	585,255711	48,5762	0	382,919836
152,8	0	513304,1071	8556704,88	431,65983	589,590939	48,936	0	382,72383
161,6	0	513301,0244	8556696,647	431,934508	593,926166	49,2959	0	382,638608
167,2	0	513299,0599	8556691,404	431,953873	606,931849	50,3753	0	381,578573
172,8	0	513297,0055	8556686,196	431,999346	619,937531	51,4548	0	380,544546
183,2	0	513293,4047	8556676,444	431,936429	628,607986	52,1745	0	379,761929
192	0	513290,4054	8556668,173	431,884924	641,613668	53,2539	0	378,631024
201,6	0	513287,0409	8556659,183	431,853442	632,943213	52,5343	0	379,319142
215,2	0	513282,0187	8556646,548	431,78768	668,204539	55,461	0	376,32668
220,8	0	513279,8786	8556641,374	431,731943	687,181811	57,0361	0	374,695843
225,6	0	513278,06	8556636,933	431,670703	698,568175	57,9812	0	373,689503
232	0	513275,6443	8556631,008	431,723489	725,136356	60,1863	0	371,537189
237,6	0	513273,5261	8556625,833	431,808978	736,52272	61,1314	0	370,677578
243,2	0	513271,126	8556620,784	431,651789	751,704538	62,3915	0	369,260289
251,2	0	513267,8243	8556613,499	431,645432	763,090901	63,3365	0	368,308932
256	0	513265,8883	8556609,108	431,580391	747,909083	62,0765	0	369,503891
263,2	0	513262,9975	8556602,514	431,575888	744,113629	61,7614	0	369,814488
272	0	513259,7543	8556594,335	431,584798	751,704538	62,3915	0	369,193298
279,2	0	513257,116	8556587,64	431,485373	755,499992	62,7065	0	368,778873
286,4	0	513254,5713	8556580,906	431,389671	755,499992	62,7065	0	368,683171
292,8	0	513252,2887	8556574,928	431,313734	747,909083	62,0765	0	369,237234
300	0	513249,7803	8556568,18	431,261513	747,909083	62,0765	0	369,185013
308,8	0	513246,6338	8556559,971	431,202371	759,295447	63,0215	0	368,180871
319,2	0	513242,661	8556550,364	430,986106	763,090901	63,3365	0	367,649606
329,6	0	513238,4823	8556540,844	430,808956	766,886356	63,6516	0	367,157356
338,4	0	513235,1832	8556532,689	430,637704	763,090901	63,3365	0	367,301204
347,2	0	513231,8857	8556524,533	430,463869	751,704538	62,3915	0	368,072369
353,6	0	513229,3956	8556518,638	430,374583	751,704538	62,3915	0	367,983083
365,6	0	513224,7166	8556507,594	430,15936	732,727265	60,8164	0	369,34296
375,2	0	513221,2342	8556498,651	430,054444	732,727265	60,8164	0	369,238044
387,2	0	513216,7839	8556487,509	429,903938	717,545447	59,5563	0	370,347638
396	0	513213,5012	8556479,348	429,756797	717,545447	59,5563	0	370,200497
400,8	0	513211,7043	8556474,898	429,718549	713,749993	59,2412	0	370,477349
410,4	0	513207,8121	8556466,126	429,555247	717,545447	59,5563	0	369,998947
417,6	0	513205,0316	8556459,486	429,426483	702,363629	58,2962	0	371,130283
425,6	0	513201,974	8556452,096	429,304133	694,77272	57,6661	0	371,638033
434,4	0	513198,8344	8556443,88	429,106892	690,977266	57,3511	0	371,755792
438,4	0	513197,3903	8556440,153	428,977148	679,590902	56,406	0	372,571148
443,2	0	513195,7019	8556435,661	428,870196	679,590902	56,406	0	372,464196
448	0	513193,9506	8556431,195	428,783833	671,999993	55,776	0	373,007833
454,4	0	513191,4	8556425,329	428,603961	660,61363	54,8309	0	373,773061
461,6	0	513188,7244	8556418,648	428,464196	649,227266	53,8859	0	374,578296
467,2	0	513186,5489	8556413,489	428,437032	649,227266	53,8859	0	374,551132
479,2	0	513181,9906	8556402,397	428,185885	630,249994	52,3107	0	375,875185
484,8	0	513179,9772	8556397,173	428,13754	618,86363	51,3657	0	376,77184
492	0	513177,2813	8556390,5	427,956792	615,068176	51,0507	0	376,906092
501,6	0	513173,9622	8556381,494	427,797088	607,477267	50,4206	0	377,376488
509,6	0	513171,0034	8556374,065	427,623622	596,090903	49,4755	0	378,148122
517,6	0	513168,212	8556366,572	427,474138	588,499994	48,8455	0	378,628638
528,8	0	513164,3468	8556356,064	427,275727	570,136367	47,3213	0	379,954427
538,4	0	513161,0713	8556347,043	427,106296	566,284094	47,0016	0	380,104696
545,6	0	513158,5803	8556340,289	426,961864	562,431821	46,6818	0	380,280064
553,6	0	513155,8717	8556332,764	426,823519	558,579549	46,3621	0	380,461419
560,8	0	513153,4403	8556325,99	426,670144	558,579549	46,3621	0	380,308044
568,8	0	513150,6952	8556318,478	426,517275	562,431821	46,6818	0	379,835475
575,2	0	513148,4429	8556312,49	426,360053	539,318185	44,7634	0	381,596653
588,8	0	513143,6569	8556299,766	426,076058	554,727276	46,0424	0	380,033658
596,8	0	513140,7415	8556292,32	425,890756	550,875003	45,7226	0	380,168156
603,2	0	513138,4654	8556286,34	425,746052	539,318185	44,7634	0	380,982652
612	0	513135,4673	8556278,07	425,59219	535,465912	44,4437	0	381,14849
620	0	513132,5286	8556270,635	425,358178	539,318185	44,7634	0	380,594778
631,2	0	513128,4269	8556260,22	425,011867	523,909094	43,4845	0	381,527367
638,4	0	513125,8776	8556253,491	424,820027	516,204548	42,845	0	381,975027
649,6	0	513121,7016	8556243,105	424,495922	512,352276	42,5252	0	381,970722
658,4	0	513118,381	8556234,963	424,163868	512,352276	42,5252	0	381,638668
671,2	0	513113,7778	8556223,028	423,751963	512,352276	42,5252	0	381,226763
683,2	0	513109,4562	8556211,844	423,302091	508,500003	42,2055	0	381,096591
692,8	0	513106,1517	8556202,838	422,94829	485,386366	40,2871	0	382,66119
706,4	0	513101,3886	8556190,111	422,440783	485,386366	40,2871	0	382,153683
717,6	0	513097,3021	8556179,693	422,009537	493,090912	40,9265	0	381,083037
728	0	513093,6364	8556169,972	421,558629	485,386366	40,2871	0	381,271529
740	0	513089,15	8556158,859	421,047478	469,977275	39,0081	0	382,039378
752,8	0	513084,2099	8556147,063	420,530716	454,568184	37,7292	0	382,801516
756,8	0	513082,7211	8556143,355	420,362118	454,568184	37,7292	0	382,632918
765,6	0	513079,3308	8556135,242	420,025781	431,454548	35,8107	0	384,215081
774,4	0	513076,0451	8556127,086	419,711114	431,454548	35,8107	0	383,900414
782,4	0	513073,0727	8556119,669	419,377932	431,454548	35,8107	0	383,567232
791,2	0	513070,3007	8556111,333	418,891635	416,045457	34,5318	0	384,359835
798,4	0	513067,6951	8556104,63	418,550162	416,045457	34,5318	0	384,018362
809,6	0	513063,7499	8556094,17	417,912246	416,045457	34,5318	0	383,380446
815,2	0	513061,8762	8556088,905	417,563307	408,340911	33,8923	0	383,671007
824	0	513059,0095	8556080,605	417,004407	396,784093	32,9331	0	384,071307
832	0	513056,4859	8556073,025	416,595842	392,93182	32,6133	0	383,982542
840,8	0	513053,8589	8556064,645	416,047996	385,227275	31,9739	0	384,074096
852,8	0	513050,3993	8556053,197	415,099257	369,818184	30,6949	0	384,404357
861,6	0	513047,6758	8556044,853	414,499737	362,113638	30,0554	0	384,444337
872	0	513044,2354	8556035,067	413,793014	362,113638	30,0554	0	383,737614
882,4	0	513040,73	8556025,307	413,035503	354,409093	29,416	0	383,619503
889,6	0	513038,2661	8556018,561	412,531542	342,852275	28,4567	0	384,074842
898,4	0	513035,1207	8556010,368	411,89812	339,000002	28,137	0	383,76112
904,8	0	513032,7154	8556004,458	411,427638	339,000002	28,137	0	383,290638
914,4	0	513029,0099	8555995,628	410,787485	335,147729	27,8173	0	382,970185
923,2	0	513025,6233	8555987,524	410,267418	323,590911	26,858	0	383,409418
931,2	0	513022,4118	8555980,215	409,761786	323,590911	26,858	0	382,903786
940	0	513018,9262	8555972,15	409,262894	331,295456	27,4975	0	381,765394
948	0	513015,7978	8555964,8	408,845024	343,056811	28,4737	0	380,371324
954,4	0	513013,1452	8555958,98	408,632438	347,27272	28,8236	0	379,808838
964	0	513009,2884	8555950,2	408,245217	355,704538	29,5235	0	378,721717
972	0	513006,2902	8555942,79	407,955848	359,920447	29,8734	0	378,082448
977,6	0	513004,207	8555937,596	407,782816	372,568174	30,9232	0	376,859616
986,4	0	513001,0237	8555929,396	407,55925	372,568174	30,9232	0	376,63605
990,4	0	512999,6043	8555925,658	407,475037	376,784083	31,2731	0	376,201937
995,2	0	512997,8499	8555921,193	407,336208	372,568174	30,9232	0	376,413008
1000,8	0	512995,9378	8555915,931	407,250213	380,999992	31,623	0	375,627213
1006,4	0	512994,0748	8555910,651	407,196369	385,215901	31,9729	0	375,223469
1008,8	0	512993,2951	8555908,381	407,165556	385,215901	31,9729	0	375,192656
1011,2	0	512992,5102	8555906,114	407,141524	397,863628	33,0227	0	374,118824
1015,2	0	512991,2042	8555902,333	407,100884	397,863628	33,0227	0	374,078184
1019,2	0	512989,8763	8555898,56	407,100654	406,295446	33,7225	0	373,378154
1025,6	0	512987,5804	8555892,588	407,072462	410,511355	34,0724	0	373,000062
1029,6	0	512986,1288	8555888,86	407,069693	423,159082	35,1222	0	371,947493
1036	0	512983,7361	8555882,926	407,014197	406,295446	33,7225	0	373,291697
1041,6	0	512981,6581	8555877,726	407,0529	406,295446	33,7225	0	373,3304
1046,4	0	512979,8245	8555873,291	407,060542	406,295446	33,7225	0	373,338042
1051,2	0	512978,0403	8555868,836	407,093516	414,727264	34,4224	0	372,671116
1056	0	512976,3706	8555864,337	407,124839	427,374991	35,4721	0	371,652739
1062,4	0	512974,1039	8555858,352	407,140468	444,238627	36,8718	0	370,268668
1072	0	512970,8454	8555849,324	407,149291	469,534081	38,9713	0	368,177991
1081,6	0	512967,5332	8555840,314	407,137299	473,74999	39,3212	0	367,816099
1089,6	0	512964,702	8555832,835	407,250228	494,829535	41,0708	0	366,179428
1096	0	512962,3289	8555826,892	407,309714	503,261353	41,7707	0	365,539014
1102,4	0	512959,9343	8555820,958	407,330783	511,693172	42,4705	0	364,860283
1106,4	0	512958,4121	8555817,26	407,385191	507,477262	42,1206	0	365,264591
1112	0	512956,2768	8555812,084	407,416963	507,477262	42,1206	0	365,296363
1116,8	0	512954,4721	8555807,64	407,517428	515,909081	42,8205	0	364,696928
1122,4	0	512952,2888	8555802,485	407,63417	528,556808	43,8702	0	363,76397
1127,2	0	512950,4042	8555798,073	407,720323	532,772717	44,2201	0	363,500223
1132	0	512948,5484	8555793,648	407,818203	536,988626	44,5701	0	363,248103
