Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
117	0	513838,5149	8554040,025	506,3515	162,920457	13,5224	0	492,8291
121,5	0	513834,4434	8554038,487	505,210074	165,937502	13,7728	0	491,437274
125,1	0	513831,1821	8554037,257	504,3122	168,954548	14,0232	0	490,289
129,6	0	513827,1759	8554035,577	503,142306	168,954548	14,0232	0	489,119106
134,1	0	513823,1022	8554034,063	501,986905	168,954548	14,0232	0	487,963705
138,6	0	513819,0576	8554032,434	500,875769	178,005684	14,7745	0	486,101269
142,2	0	513815,8251	8554031,157	499,937652	187,056821	15,5257	0	484,411952
147,6	0	513810,9431	8554029,298	498,61636	187,056821	15,5257	0	483,09066
152,1	0	513806,9582	8554027,549	497,481986	181,02273	15,0249	0	482,457086
155,7	0	513803,7229	8554026,255	496,578466	181,02273	15,0249	0	481,553566
162,9	0	513797,2634	8554023,617	494,806959	184,039775	15,2753	0	479,531659
168,3	0	513792,4401	8554021,662	493,372344	184,039775	15,2753	0	478,097044
174,6	0	513786,7606	8554019,417	491,828936	184,039775	15,2753	0	476,553636
179,1	0	513782,7233	8554017,784	490,699235	171,971593	14,2736	0	476,425635
184,5	0	513777,8203	8554015,941	489,388871	159,903411	13,272	0	476,116871
189,9	0	513772,9461	8554014,003	488,11183	156,886366	13,0216	0	475,09023
196,2	0	513767,2563	8554011,777	486,582407	162,920457	13,5224	0	473,060007
200,7	0	513763,1577	8554010,26	485,510909	156,886366	13,0216	0	472,489309
207	0	513757,498	8554007,947	483,999318	156,886366	13,0216	0	470,977718
212,4	0	513752,647	8554005,938	482,742865	147,835229	12,2703	0	470,472565
218,7	0	513746,9353	8554003,722	481,279912	147,835229	12,2703	0	469,009612
225,9	0	513740,4041	8554001,167	479,652764	138,784093	11,5191	0	468,133664
229,5	0	513737,1708	8553999,873	478,755133	138,784093	11,5191	0	467,236033
234,9	0	513732,3109	8553997,866	477,616803	153,86932	12,7712	0	464,845603
238,5	0	513729,0379	8553996,716	476,684621	165,937502	13,7728	0	462,911821
243,9	0	513724,0567	8553995,017	475,500795	174,988639	14,5241	0	460,976695
247,5	0	513720,7557	8553993,892	474,625986	187,056821	15,5257	0	459,100286
253,8	0	513715,0721	8553991,547	473,286873	193,090912	16,0265	0	457,260373
