Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
75,6	0	512655,6587	8550566,078	373,396004	636,443188	52,8248	0	320,571204
83,3	0	512658,7253	8550559,044	373,987335	645,102279	53,5435	0	320,443835
91	0	512661,9206	8550552,072	374,666788	658,090916	54,6215	0	320,045288
98	0	512664,8057	8550545,726	375,274481	662,420461	54,9809	0	320,293581
105	0	512667,8209	8550539,456	376,041838	663,886357	55,1026	0	320,939238
111,3	0	512670,4636	8550533,778	376,709621	666,750007	55,3402	0	321,369421
118,3	0	512673,2532	8550527,403	377,466176	675,068175	56,0307	0	321,435476
126,7	0	512676,4485	8550519,718	378,14954	663,886357	55,1026	0	323,04694
133	0	512678,7648	8550513,912	378,927522	663,886357	55,1026	0	323,824922
137,9	0	512680,5636	8550509,395	379,516718	644,318175	53,4784	0	326,038318
141,4	0	512681,8765	8550506,19	380,014276	647,11363	53,7104	0	326,303876
147	0	512683,9028	8550500,998	380,535943	647,11363	53,7104	0	326,825543
156,8	0	512687,3921	8550491,918	381,701114	649,909084	53,9425	0	327,758614
163,1	0	512689,7353	8550486,113	382,372217	638,727266	53,0144	0	329,357817
170,1	0	512692,358	8550479,678	383,173221	630,340903	52,3183	0	330,854921
176,4	0	512694,7559	8550473,908	383,9412	621,954539	51,6222	0	332,319
184,8	0	512698,0261	8550466,225	384,834338	613,568176	50,9262	0	333,908138
195,3	0	512702,0682	8550456,62	386,067708	610,772721	50,6941	0	335,373608
205,8	0	512706,2798	8550447,071	387,166949	624,749994	51,8542	0	335,312749
214,9	0	512709,9915	8550438,833	388,229041	627,545448	52,0863	0	336,142741
223,3	0	512713,4339	8550431,228	389,116298	630,340903	52,3183	0	336,797998
231,7	0	512716,878	8550423,62	389,956478	647,11363	53,7104	0	336,246078
239,4	0	512719,8975	8550416,575	390,646994	638,727266	53,0144	0	337,632594
246,4	0	512722,4527	8550410,089	391,262694	638,727266	53,0144	0	338,248294
252,7	0	512724,8879	8550404,295	391,648947	633,136357	52,5503	0	339,098647
259	0	512727,2597	8550398,477	392,07546	624,749994	51,8542	0	340,22126
264,6	0	512729,254	8550393,283	392,696962	610,772721	50,6941	0	342,002862
270,2	0	512731,2562	8550388,078	393,161831	602,386358	49,9981	0	343,163731
275,8	0	512733,3544	8550382,906	393,584645	596,795449	49,534	0	344,050645
282,1	0	512735,774	8550377,101	393,918467	610,772721	50,6941	0	343,224367
287,7	0	512737,9474	8550371,947	394,166255	624,749994	51,8542	0	342,312055
293,3	0	512740,0618	8550366,78	394,591422	624,749994	51,8542	0	342,737222
296,8	0	512741,3968	8550363,55	394,771967	635,931812	52,7823	0	341,989667
299,6	0	512742,4479	8550360,964	394,948359	640,374995	53,1511	0	341,797259
301,7	0	512743,1808	8550359,003	395,106939	640,374995	53,1511	0	341,955839
304,5	0	512744,2247	8550356,417	395,349555	647,755677	53,7637	0	341,585855
308	0	512745,5706	8550353,202	395,669075	647,755677	53,7637	0	341,905375
311,5	0	512746,9411	8550349,99	395,904138	642,835222	53,3553	0	342,548838
314,3	0	512748,0042	8550347,407	396,088404	647,755677	53,7637	0	342,324704
317,8	0	512749,3704	8550344,191	396,274558	652,676131	54,1721	0	342,102458
320,6	0	512750,4587	8550341,617	396,438945	674,818176	56,0099	0	340,429045
325,5	0	512752,2759	8550337,071	396,614307	667,437495	55,3973	0	341,217007
329,7	0	512753,8149	8550333,173	396,874466	664,977267	55,1931	0	341,681366
335,3	0	512755,9783	8550328,026	397,279456	662,51704	54,9889	0	342,290556
338,1	0	512757,131	8550325,487	397,528591	657,596586	54,5805	0	342,948091
342,3	0	512758,9388	8550321,704	397,749285	660,056813	54,7847	0	342,964585
345,8	0	512760,3727	8550318,516	397,918897	652,676131	54,1721	0	343,746797
348,6	0	512761,5062	8550315,964	398,119131	650,215904	53,9679	0	344,151231
352,8	0	512763,1775	8550312,125	398,437583	647,755677	53,7637	0	344,673883
356,3	0	512764,5765	8550308,928	398,690287	640,374995	53,1511	0	345,539187
361,9	0	512766,9464	8550303,876	399,141444	637,914768	52,9469	0	346,194544
366,1	0	512768,6317	8550300,046	399,480425	637,914768	52,9469	0	346,533525
375,2	0	512772,562	8550291,858	400,003925	635,45454	52,7427	0	347,261225
382,2	0	512775,7463	8550285,647	400,505974	632,994313	52,5385	0	347,967474
388,5	0	512778,6363	8550280,066	400,929576	623,153404	51,7217	0	349,207876
393,4	0	512780,953	8550275,757	401,168097	615,772722	51,1091	0	350,058997
398,3	0	512783,2969	8550271,47	401,532429	605,931813	50,2923	0	351,240129
404,6	0	512786,3509	8550265,974	401,897295	598,551131	49,6797	0	352,217595
409,5	0	512788,6269	8550261,652	402,271756	586,249995	48,6587	0	353,613056
416,5	0	512791,8075	8550255,434	402,71645	583,789768	48,4545	0	354,26195
421,4	0	512793,9939	8550251,061	403,012116	583,789768	48,4545	0	354,557616
428,4	0	512797,0588	8550244,778	403,308689	591,17045	49,0671	0	354,241589
431,9	0	512798,5849	8550241,632	403,422941	573,948859	47,6378	0	355,785141
434,7	0	512799,806	8550239,237	403,942879	578,869313	48,0462	0	355,896679
439,6	0	512801,8902	8550234,818	404,295146	578,869313	48,0462	0	356,248946
445,2	0	512804,207	8550229,74	404,706925	586,249995	48,6587	0	356,048225
448,7	0	512805,4326	8550226,612	404,376282	588,710222	48,8629	0	355,513382
455	0	512807,9149	8550220,848	404,904734	598,551131	49,6797	0	355,225034
459,9	0	512809,9437	8550216,409	405,305091	605,931813	50,2923	0	355,012791
466,9	0	512812,714	8550209,993	405,670065	610,852268	50,7007	0	354,969365
471,8	0	512814,5625	8550205,473	406,065442	610,852268	50,7007	0	355,364742
474,6	0	512815,6289	8550202,894	406,292536	610,852268	50,7007	0	355,591836
477,4	0	512816,6736	8550200,31	406,551666	610,852268	50,7007	0	355,850966
482,3	0	512818,6272	8550195,825	406,808039	608,39204	50,4965	0	356,311539
486,5	0	512820,2958	8550191,981	407,068135	608,39204	50,4965	0	356,571635
490	0	512821,6876	8550188,783	407,303265	605,931813	50,2923	0	357,010965
494,9	0	512823,5995	8550184,289	407,676093	601,011359	49,8839	0	357,792193
499,1	0	512825,2371	8550180,433	407,965365	596,090904	49,4755	0	358,489865
502,6	0	512826,5983	8550177,217	408,192976	596,090904	49,4755	0	358,717476
508,2	0	512828,7526	8550172,061	408,547409	591,17045	49,0671	0	359,480309
511	0	512829,7743	8550169,468	408,795714	598,551131	49,6797	0	359,116014
512,4	0	512830,3158	8550168,184	408,930294	588,710222	48,8629	0	360,067394
516,6	0	512831,8948	8550164,307	409,25909	588,710222	48,8629	0	360,39619
520,8	0	512833,4623	8550160,418	409,495736	578,869313	48,0462	0	361,449536
523,6	0	512834,5196	8550157,837	409,741882	573,948859	47,6378	0	362,104082
527,8	0	512836,1973	8550154,016	410,210545	564,10795	46,821	0	363,389545
532,7	0	512838,17	8550149,54	410,451387	551,806814	45,8	0	364,651387
536,9	0	512839,8742	8550145,709	410,659124	546,886359	45,3916	0	365,267524
538,3	0	512840,4729	8550144,448	410,767597	546,886359	45,3916	0	365,375997
541,8	0	512841,9356	8550141,276	410,959394	539,505677	44,779	0	366,180394
545,3	0	512843,3713	8550138,086	411,052545	529,664768	43,9622	0	367,090345
549,5	0	512845,0578	8550134,247	411,277888	522,284087	43,3496	0	367,928288
550,9	0	512845,6523	8550132,982	411,367759	529,664768	43,9622	0	367,405559
555,1	0	512847,4408	8550129,193	411,647595	527,204541	43,758	0	367,889595
556,5	0	512848,0446	8550127,933	411,733315	522,284087	43,3496	0	368,383715
558,6	0	512848,9837	8550126,057	411,818298	519,823859	43,1454	0	368,672898
561,4	0	512850,2319	8550123,551	411,864158	517,477275	42,9506	0	368,913558
564,2	0	512851,4351	8550121,028	411,91962	511,698866	42,471	0	369,44862
566,3	0	512852,352	8550119,142	411,977495	511,698866	42,471	0	369,506495
568,4	0	512853,2769	8550117,261	412,081138	513,625003	42,6309	0	369,450238
569,8	0	512853,8748	8550115,999	412,173151	511,698866	42,471	0	369,702151
571,2	0	512854,4658	8550114,735	412,27805	511,698866	42,471	0	369,80705
572,6	0	512855,0526	8550113,469	412,386148	507,846593	42,1513	0	370,234848
574	0	512855,6594	8550112,211	412,480482	505,920457	41,9914	0	370,489082
576,1	0	512856,5707	8550110,321	412,571151	503,994321	41,8315	0	370,739651
576,8	0	512856,8776	8550109,692	412,572958	503,994321	41,8315	0	370,741458
578,2	0	512857,4765	8550108,428	412,615548	502,068184	41,6717	0	370,943848
580,3	0	512858,3451	8550106,522	412,760665	498,215912	41,3519	0	371,408765
581	0	512858,6361	8550105,888	412,813769	496,289775	41,192	0	371,621769
581	0	512858,6361	8550105,888	412,813769	496,289775	41,192	0	371,621769
582,4	0	512859,237	8550104,624	412,847385	492,437503	40,8723	0	371,975085
583,8	0	512859,8091	8550103,347	412,887733	486,659093	40,3927	0	372,495033
585,9	0	512860,6946	8550101,444	412,957649	478,954548	39,7532	0	373,204449
587,3	0	512861,2604	8550100,165	413,015925	484,732957	40,2328	0	372,783125
588,7	0	512861,8248	8550098,887	413,097218	478,954548	39,7532	0	373,344018
590,1	0	512862,4041	8550097,614	413,16273	475,102275	39,4335	0	373,72923
591,5	0	512862,9704	8550096,335	413,210338	475,102275	39,4335	0	373,776838
592,9	0	512863,5427	8550095,058	413,242947	475,102275	39,4335	0	373,809447
594,3	0	512864,1337	8550093,789	413,268642	478,954548	39,7532	0	373,515442
595,7	0	512864,7237	8550092,519	413,285151	477,028412	39,5934	0	373,691751
597,1	0	512865,3057	8550091,247	413,329154	478,954548	39,7532	0	373,575954
598,5	0	512865,886	8550089,973	413,355035	469,323866	38,9539	0	374,401135
599,9	0	512866,4713	8550088,702	413,367604	478,954548	39,7532	0	373,614404
602	0	512867,3403	8550086,793	413,462597	471,250002	39,1137	0	374,348897
604,1	0	512868,2011	8550084,885	413,629884	467,39773	38,794	0	374,835884
606,2	0	512869,1257	8550083,008	413,79115	463,545457	38,4743	0	375,31685
609	0	512870,3065	8550080,475	413,918719	453,914775	37,6749	0	376,243819
610,4	0	512870,904	8550079,211	413,989359	448,136366	37,1953	0	376,794059
612,5	0	512871,8044	8550077,317	414,09463	440,43182	36,5558	0	377,53883
614,6	0	512872,7001	8550075,418	414,090544	432,727275	35,9164	0	378,174144
616	0	512873,2929	8550074,153	414,166565	430,801139	35,7565	0	378,410065
618,1	0	512874,1062	8550072,228	414,369963	430,801139	35,7565	0	378,613463
620,2	0	512875,0344	8550070,349	414,472145	426,948866	35,4368	0	379,035345
622,3	0	512875,9388	8550068,457	414,54741	419,24432	34,7973	0	379,75011
623,7	0	512876,53	8550067,189	414,605447	419,24432	34,7973	0	379,808147
626,5	0	512877,7466	8550064,673	414,774677	417,318184	34,6374	0	380,137277
628,6	0	512878,6595	8550062,79	414,93725	417,318184	34,6374	0	380,29985
630,7	0	512879,6185	8550060,932	415,107729	415,392048	34,4775	0	380,630229
633,5	0	512880,8725	8550058,446	415,40533	405,761366	33,6782	0	381,72713
635,6	0	512881,744	8550056,548	415,614474	399,982957	33,1986	0	382,415874
637	0	512882,3361	8550055,281	415,669083	396,130684	32,8788	0	382,790283
639,8	0	512883,5798	8550052,792	415,958759	388,426138	32,2394	0	383,719359
641,9	0	512884,5605	8550050,953	416,192242	382,647729	31,7598	0	384,432442
644,7	0	512885,7853	8550048,478	416,637408	374,943184	31,1203	0	385,517108
646,8	0	512886,6516	8550046,584	416,897834	371,090911	30,8005	0	386,097334
648,9	0	512887,521	8550044,685	417,107664	363,386365	30,1611	0	386,946564
651	0	512888,3552	8550042,77	417,312989	361,460229	30,0012	0	387,311789
653,1	0	512889,2215	8550040,874	417,5616	363,386365	30,1611	0	387,4005
655,9	0	512890,3315	8550038,315	417,789297	371,090911	30,8005	0	386,988797
657,3	0	512890,9305	8550037,065	417,975562	371,090911	30,8005	0	387,175062
659,4	0	512891,8379	8550035,195	418,275528	371,090911	30,8005	0	387,475028
