Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
55,2	0	512156,7219	8558664,666	426,068882	588,61932	48,8554	0	377,213482
61,6	0	512162,7607	8558666,767	425,809753	636,02273	52,7899	0	373,019853
68	0	512168,7857	8558668,879	425,374946	646,556821	53,6642	0	371,710746
76,8	0	512177,073	8558671,813	425,003678	678,159094	56,2872	0	368,716478
84	0	512183,8334	8558674,267	424,6773	725,562503	60,2217	0	364,4556
95,2	0	512194,4041	8558677,92	424,119741	762,431822	63,2818	0	360,837941
101,6	0	512200,4895	8558679,887	423,905153	825,636368	68,5278	0	355,377353
106,4	0	512205,0268	8558681,44	423,709535	867,772732	72,0251	0	351,684435
116,8	0	512214,852	8558684,82	423,381831	936,244323	77,7083	0	345,673531
126,4	0	512223,9196	8558687,959	423,18976	988,914778	82,0799	0	341,10986
136	0	512232,9837	8558691,105	422,978231	1041,585233	86,4516	0	336,526631
148	0	512244,2497	8558695,23	422,853033	1088,988643	90,3861	0	332,466933
156	0	512251,7356	8558698,044	422,679747	1110,056825	92,1347	0	330,545047
172	0	512266,7377	8558703,584	422,292921	1141,659098	94,7577	0	327,535221
182,4	0	512276,5379	8558707,055	422,132682	1167,994325	96,9435	0	325,189182
197,6	0	512290,9715	8558711,806	421,824789	1210,130689	100,4408	0	321,383989
208	0	512300,8786	8558714,964	421,677932	1236,465917	102,6267	0	319,051232
221,6	0	512313,7595	8558719,297	421,393411	1252,267053	103,9382	0	317,455211
232,8	0	512324,2048	8558723,311	420,969723	1273,335235	105,6868	0	315,282923
246,4	0	512337,1755	8558727,346	420,583659	1294,403417	107,4355	0	313,148159
257,6	0	512347,8681	8558730,664	420,337538	1320,738645	109,6213	0	310,716238
268,8	0	512358,4441	8558734,33	420,028459	1331,272736	110,4956	0	309,532859
278,4	0	512367,4976	8558737,507	419,76147	1341,806827	111,37	0	308,39147
290,4	0	512378,7664	8558741,612	419,411233	1378,676145	114,4301	0	304,981133
298,4	0	512386,2509	8558744,423	419,283111	1420,812509	117,9274	0	301,355711
313,6	0	512400,5432	8558749,576	418,989866	1462,948873	121,4248	0	297,565066
325,6	0	512411,8142	8558753,665	418,589012	1494,551146	124,0477	0	294,541312
336,8	0	512422,3598	8558757,424	418,297893	1526,153419	126,6707	0	291,627193
352	0	512436,6623	8558762,538	417,821793	1552,488647	128,8566	0	288,965193
363,2	0	512447,1493	8558766,467	417,737767	1568,289783	130,168	0	287,569767
375,2	0	512458,4167	8558770,577	417,417874	1589,357965	131,9167	0	285,501174
388	0	512470,3929	8558775,088	417,222685	1620,960238	134,5397	0	282,682985
