Dist	TrNo	X,m	Y,m	Z,m	TD, ns	Hice	Amplitud de la señal	Bed,m
60,8	0	510267,5074	8562050,644	532,308362	440,403406	36,5535	0	495,754862
76,8	0	510283,4711	8562049,613	532,052442	485,664769	40,3102	0	491,742242
91,2	0	510297,8192	8562048,427	531,855046	508,29545	42,1885	0	489,666546
107,2	0	510313,7352	8562046,826	531,632832	556,789768	46,2135	0	485,419332
120	0	510326,4433	8562045,325	531,382012	585,886358	48,6286	0	482,753412
132	0	510338,3689	8562044,005	531,260938	618,215903	51,3119	0	479,949038
144	0	510350,2925	8562042,68	531,055287	653,778403	54,2636	0	476,791687
156	0	510362,2465	8562041,662	530,85931	676,409084	56,142	0	474,71731
168	0	510374,2102	8562040,756	530,65416	702,27272	58,2886	0	472,36556
178,4	0	510384,5698	8562039,868	530,515443	718,437493	59,6303	0	470,885143
190,4	0	510396,5109	8562038,705	530,346627	741,068174	61,5087	0	468,837927
202,4	0	510408,4582	8562037,607	530,196608	779,863628	64,7287	0	465,467908
216,8	0	510422,7833	8562036,161	530,022059	831,5909	69,022	0	461,000059
228	0	510433,9143	8562034,939	529,882969	860,687491	71,4371	0	458,445869
241,6	0	510447,4467	8562033,602	529,776082	909,181808	75,4621	0	454,313982
252	0	510457,8045	8562032,682	529,689031	938,278399	77,8771	0	451,811931
262,4	0	510468,1707	8562031,861	529,596123	967,37499	80,2921	0	449,304023
275,2	0	510480,9335	8562030,904	529,593255	1009,403398	83,7805	0	445,812755
288	0	510493,6697	8562029,644	529,544694	1035,267034	85,9272	0	443,617494
315,2	0	510520,7287	8562026,925	529,425268	1106,392033	91,8305	0	437,594768
331,2	0	510536,6409	8562025,269	529,410795	1145,187487	95,0506	0	434,360195
345,6	0	510550,9608	8562023,759	529,376681	1180,749987	98,0022	0	431,374481
359,2	0	510564,4782	8562022,277	529,305571	1219,545441	101,2223	0	428,083271
378,4	0	510583,5674	8562020,295	529,350651	1264,806804	104,979	0	424,371651
392,8	0	510597,9008	8562018,928	529,42583	1277,738622	106,0523	0	423,37353
408	0	510613,049	8562017,697	529,478683	1261,573849	104,7106	0	424,768083
424	0	510628,9866	8562016,325	529,587626	1235,710213	102,5639	0	427,023726
455,2	0	510660,0474	8562013,432	529,576227	1153,511395	95,7414	0	433,834827
476	0	510680,7496	8562011,471	529,495295	1129,238667	93,7268	0	435,768495
493,6	0	510698,2446	8562009,574	529,414529	1095,863667	90,9567	0	438,457829
511,2	0	510715,7399	8562007,727	529,278221	1053,386393	87,4311	0	441,847121
528	0	510732,4766	8562006,33	528,992776	1035,181847	85,9201	0	443,072676
541,6	0	510746,0318	8562005,282	528,84402	995,738664	82,6463	0	446,19772
552	0	510756,3938	8562004,431	528,682299	971,465936	80,6317	0	448,050599
569,6	0	510773,9444	8562003,198	528,376109	925,954571	76,8542	0	451,521909
588	0	510792,2438	8562001,352	528,062182	901,681843	74,8396	0	453,222582
612	0	510816,0759	8561998,632	527,533754	850,102296	70,5585	0	456,975254
625,6	0	510829,5881	8561997,134	527,271684	816,727295	67,7884	0	459,483284
