Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
26335,917	6283	33X	513358,3995	8560177,392	338,1921	2195	184,38	153,8121
26340,701	6284	33X	513363,0212	8560176,238	337,7492	2205	185,22	152,5292
26345,986	6285	33X	513368,1343	8560174,99	337,2762	2215	186,06	151,2162
26351,649	6286	33X	513373,6216	8560173,676	336,7873	2230	187,32	149,4673
26357,498	6287	33X	513379,2963	8560172,344	336,3038	2240	188,16	148,1438
26363,339	6288	33X	513384,9717	8560171,041	335,8471	2255	189,42	146,4271
26369,028	6289	33X	513390,5083	8560169,801	335,4326	2265	190,26	145,1726
26374,618	6290	33X	513395,9554	8560168,605	335,0515	2280	191,52	143,5315
26380,211	6291	33X	513401,4096	8560167,422	334,6892	2290	192,36	142,3292
26385,908	6292	33X	513406,9676	8560166,219	334,3307	2300	193,2	141,1307
26391,764	6293	33X	513412,6786	8560164,978	333,9668	2315	194,46	139,5068
26397,634	6294	33X	513418,4027	8560163,728	333,6093	2325	195,3	138,3093
26403,326	6295	33X	513423,9526	8560162,509	332,5254	2340	196,56	135,9654
26408,647	6296	33X	513429,141	8560161,363	332,2322	2350	197,4	134,8322
26413,477	6297	33X	513433,8493	8560160,316	331,9913	2365	198,66	133,3313
26417,974	6298	33X	513438,2339	8560159,334	332,5416	2375	199,5	133,0416
26422,372	6299	33X	513442,5197	8560158,364	331,6162	2375	199,5	132,1162
26426,9	6300	33X	513446,9318	8560157,359	330,6985	2370	199,08	131,6185
26431,791	6301	33X	513451,6952	8560156,267	331,2715	2370	199,08	132,1915
26437,204	6302	33X	513456,9671	8560155,053	331,0723	2370	199,08	131,9923
26443,023	6303	33X	513462,6333	8560153,745	330,8527	2365	198,66	132,1927
26449,062	6304	33X	513468,5116	8560152,385	330,6182	2365	198,66	131,9582
26455,132	6305	33X	513474,4201	8560151,015	330,3744	2360	198,24	132,1344
26461,083	6306	33X	513480,2126	8560149,671	330,8768	2360	198,24	132,6368
26466,912	6307	33X	513485,8866	8560148,358	330,6304	2355	197,82	132,8104
26472,652	6308	33X	513491,4757	8560147,075	330,3903	2355	197,82	132,5703
26478,334	6309	33X	513497,0134	8560145,821	330,1616	2345	196,98	133,1816
26483,993	6310	33X	513502,5329	8560144,594	329,9484	2330	195,72	134,2284
26489,658	6311	33X	513508,0658	8560143,391	329,7521	2315	194,46	135,2921
26495,363	6312	33X	513513,6436	8560142,208	329,5729	2305	193,62	135,9529
26501,138	6313	33X	513519,2977	8560141,043	329,4114	2290	192,36	137,0514
26506,982	6314	33X	513525,026	8560139,896	329,2672	2280	191,52	137,7472
26512,757	6315	33X	513530,6931	8560138,79	329,1373	2290	192,36	136,7773
26518,294	6316	33X	513536,1301	8560137,753	329,0179	2300	193,2	135,8179
26523,42	6317	33X	513541,1683	8560136,813	328,9052	2310	194,04	134,8652
26528,031	6318	33X	513545,7035	8560135,986	328,7953	2320	194,88	133,9153
26532,285	6319	33X	513549,8905	8560135,244	328,6828	2330	195,72	132,9628
26536,404	6320	33X	513553,9485	8560134,546	328,5625	2340	196,56	132,0025
26540,613	6321	33X	513558,0971	8560133,853	328,4287	2350	197,4	131,0287
26545,133	6322	33X	513562,5556	8560133,123	327,526	2360	198,24	129,286
26550,121	6323	33X	513567,4768	8560132,33	327,3499	2370	199,08	128,2699
26555,462	6324	33X	513572,7477	8560131,49	327,1491	2380	199,92	127,2291
26560,974	6325	33X	513578,1883	8560130,634	326,9237	2390	200,76	126,1637
26566,476	6326	33X	513583,619	8560129,79	326,6734	2395	201,18	125,4934
26571,832	6327	33X	513588,9072	8560128,98	326,4009	2405	202,02	124,3809
26577,101	6328	33X	513594,1086	8560128,188	326,1205	2415	202,86	123,2605
26582,387	6329	33X	513599,3261	8560127,389	325,8494	2420	203,28	122,5694
26587,793	6330	33X	513604,6627	8560126,558	324,8546	2430	204,12	120,7346
26593,376	6331	33X	513610,1724	8560125,68	324,6502	2435	204,54	120,1102
26598,993	6332	33X	513615,7143	8560124,779	325,2368	2455	206,22	119,0168
26604,452	6333	33X	513621,0986	8560123,887	325,112	2475	207,9	117,212
26609,561	6334	33X	513626,1355	8560123,037	324,2732	2495	209,58	114,6932
26614,197	6335	33X	513630,7041	8560122,251	324,2185	2515	211,26	112,9585
26618,517	6336	33X	513634,9583	8560121,5	324,1988	2535	212,94	111,2588
26622,748	6337	33X	513639,121	8560120,743	324,2156	2555	214,62	109,5956
26627,117	6338	33X	513643,415	8560119,939	324,2702	2575	216,3	107,9702
26631,851	6339	33X	513648,0631	8560119,047	324,3642	2595	217,98	106,3842
26637,106	6340	33X	513653,2187	8560118,04	324,5002	2615	219,66	104,8402
26642,756	6341	33X	513658,7578	8560116,941	324,6854	2635	221,34	103,3454
26648,605	6342	33X	513664,4871	8560115,789	324,9284	2655	223,02	101,9084
26654,457	6343	33X	513670,2132	8560114,619	325,9877	2675	224,7	101,2877
26660,164	6344	33X	513675,7885	8560113,462	325,6174	2695	226,38	99,2374
26665,76	6345	33X	513681,2475	8560112,315	326,0556	2720	228,48	97,5756
26671,323	6346	33X	513686,6708	8560111,171	327,2858	2750	231	96,2858
26676,933	6347	33X	513692,1384	8560110,021	327,7918	2775	233,1	94,6918
26682,626	6348	33X	513697,6884	8560108,862	328,3068	2800	235,2	93,1068
26688,266	6349	33X	513703,1895	8560107,724	328,8119	2830	237,72	91,0919
26693,675	6350	33X	513708,4678	8560106,641	329,2877	2855	239,82	89,4677
26698,675	6351	33X	513713,3496	8560105,65	329,7148	2880	241,92	87,7948
26703,153	6352	33X	513717,7253	8560104,773	330,0807	2910	244,44	85,6407
26707,259	6353	33X	513721,7417	8560103,982	330,4006	2935	246,54	83,8606
26711,209	6354	33X	513725,6097	8560103,237	330,6967	2960	248,64	82,0567
26715,22	6355	33X	513729,5403	8560102,497	330,9912	2985	250,74	80,2512
26719,506	6356	33X	513733,7444	8560101,722	331,3061	3015	253,26	78,0461
26724,222	6357	33X	513738,3717	8560100,882	331,6557	3040	255,36	76,2957
26729,27	6358	33X	513743,3271	8560099,992	332,0225	3065	257,46	74,5625
26734,49	6359	33X	513748,4541	8560099,078	332,3808	3080	258,72	73,6608
26739,723	6360	33X	513753,5965	8560098,164	332,7051	3095	259,98	72,7251
26744,843	6361	33X	513758,6309	8560097,271	332,9762	3110	261,24	71,7362
26749,861	6362	33X	513763,566	8560096,395	333,199	3125	262,5	70,699
26754,819	6363	33X	513768,4438	8560095,526	333,3847	3145	264,18	69,2047
26759,761	6364	33X	513773,306	8560094,655	333,5448	3160	265,44	68,1048
26764,73	6365	33X	513778,1935	8560093,771	332,9365	3175	266,7	66,2365
26769,763	6366	33X	513783,143	8560092,866	333,0526	3190	267,96	65,0926
26774,897	6367	33X	513788,1904	8560091,93	333,1319	3205	269,22	63,9119
26780,169	6368	33X	513793,3715	8560090,953	333,1631	3220	270,48	62,6831
26785,583	6369	33X	513798,6883	8560089,934	333,1404	3230	271,32	61,8204
26791,002	6370	33X	513804,0079	8560088,9	333,0785	3240	272,16	60,9185
26796,258	6371	33X	513809,1637	8560087,883	332,9974	3245	272,58	60,4174
26801,179	6372	33X	513813,9891	8560086,92	332,9173	3255	273,42	59,4973
26805,66	6373	33X	513818,3803	8560086,029	332,1041	3265	274,26	57,8441
26809,852	6374	33X	513822,4849	8560085,18	332,0579	3275	275,1	56,9579
26813,97	6375	33X	513826,5132	8560084,326	332,7751	3285	275,94	56,8351
26818,23	6376	33X	513830,6757	8560083,422	332,0019	3295	276,78	55,2219
26822,846	6377	33X	513835,1827	8560082,422	331,2344	3300	277,2	54,0344
26827,968	6378	33X	513840,1787	8560081,295	331,2201	3310	278,04	53,1801
26833,473	6379	33X	513845,5443	8560080,064	330,4621	3320	278,88	51,5821
26839,172	6380	33X	513851,0939	8560078,769	330,4646	3330	279,72	50,7446
26844,875	6381	33X	513856,6421	8560077,448	331,2318	3340	280,56	50,6718
26850,44	6382	33X	513862,0488	8560076,131	331,2679	3350	281,4	49,8679
26855,908	6383	33X	513867,3555	8560074,812	331,3266	3360	282,24	49,0866
26861,368	6384	33X	513872,6489	8560073,477	331,4116	3365	282,66	48,7516
26866,907	6385	33X	513878,0159	8560072,111	331,5265	3375	283,5	48,0265
26872,568	6386	33X	513883,4991	8560070,711	331,6725	3385	284,34	47,3325
26878,212	6387	33X	513888,9647	8560069,315	331,8413	3395	285,18	46,6613
26883,655	6388	33X	513894,2349	8560067,969	332,0221	3405	286,02	46,0021
26888,711	6389	33X	513899,1316	8560066,721	332,2042	3410	286,44	45,7642
26893,265	6390	33X	513903,543	8560065,603	332,3796	3415	286,86	45,5196
26897,473	6391	33X	513907,621	8560064,58	332,5516	3420	287,28	45,2716
26901,559	6392	33X	513911,5835	8560063,601	332,7261	3425	287,7	45,0261
26905,745	6393	33X	513915,6484	8560062,614	332,9093	3430	288,12	44,7893
26910,258	6394	33X	513920,0335	8560061,569	333,107	3440	288,96	44,147
26915,252	6395	33X	513924,8915	8560060,431	333,3233	3445	289,38	43,9433
26920,616	6396	33X	513930,1142	8560059,228	333,5536	3450	289,8	43,7536
26926,171	6397	33X	513935,5279	8560058,005	333,7914	3455	290,22	43,5714
26931,738	6398	33X	513940,959	8560056,808	334,78	3460	290,64	44,14
26937,184	6399	33X	513946,2791	8560055,67	335,0139	3465	291,06	43,9539
26942,561	6400	33X	513951,5397	8560054,578	335,2423	3470	291,48	43,7623
26947,971	6401	33X	513956,8376	8560053,509	335,4651	3475	291,9	43,5651
26953,511	6402	33X	513962,2694	8560052,438	334,9324	3480	292,32	42,6124
26959,233	6403	33X	513967,8834	8560051,351	335,1436	3490	293,16	41,9836
26964,99	6404	33X	513973,535	8560050,272	335,3443	3495	293,58	41,7643
26970,587	6405	33X	513979,031	8560049,232	335,5292	3500	294	41,5292
26975,827	6406	33X	513984,1784	8560048,263	335,6931	3505	294,42	41,2731
26980,587	6407	33X	513988,8543	8560047,385	335,8323	3510	294,84	40,9923
26985,027	6408	33X	513993,2164	8560046,565	335,9489	3515	295,26	40,6889
26989,38	6409	33X	513997,4922	8560045,757	336,7963	3520	295,68	41,1163
26993,877	6410	33X	514001,9096	8560044,916	336,8781	3525	296,1	40,7781
26998,752	6411	33X	514006,6963	8560043,995	336,9477	3535	296,94	40,0077
27004,168	6412	33X	514012,0122	8560042,961	337,0085	3540	297,36	39,6485
27010,012	6413	33X	514017,746	8560041,833	337,0622	3545	297,78	39,2822
27016,103	6414	33X	514023,7186	8560040,639	337,1103	3550	298,2	38,9103
27022,26	6415	33X	514029,7509	8560039,409	337,1545	3555	298,62	38,5345
27028,336	6416	33X	514035,6988	8560038,166	337,1949	3560	299,04	38,1549
27034,328	6417	33X	514041,5576	8560036,91	337,2265	3565	299,46	37,7665
27040,267	6418	33X	514047,3576	8560035,632	337,243	3570	299,88	37,363
27046,185	6419	33X	514053,1291	8560034,323	337,2381	3575	300,3	36,9381
27052,114	6420	33X	514058,9034	8560032,977	337,2071	3580	300,72	36,4871
27058,091	6421	33X	514064,7153	8560031,586	337,1522	3585	301,14	36,0122
27064,151	6422	33X	514070,6008	8560030,142	337,0771	3595	301,98	35,0971
27070,333	6423	33X	514076,5958	8560028,639	336,9857	3595	301,98	35,0057
27076,633	6424	33X	514082,6995	8560027,078	336,882	3600	302,4	34,482
27082,9	6425	33X	514088,7646	8560025,505	337,5223	3600	302,4	35,1223
27088,941	6426	33X	514094,6072	8560023,974	338,1631	3605	302,82	35,3431
27094,564	6427	33X	514100,0433	8560022,54	338,811	3610	303,24	35,571
27099,65	6428	33X	514104,9598	8560021,239	338,7209	3610	303,24	35,4809
27104,374	6429	33X	514109,5263	8560020,033	339,391	3605	302,82	36,571
27108,983	6430	33X	514113,9833	8560018,863	339,3181	3595	301,98	37,3381
27113,723	6431	33X	514118,5712	8560017,674	339,9988	3590	301,56	38,4388
27118,841	6432	33X	514123,5303	8560016,408	339,9297	3580	300,72	39,2097
27124,511	6433	33X	514129,0282	8560015,027	340,6086	3570	299,88	40,7286
27130,601	6434	33X	514134,9406	8560013,568	339,7878	3555	298,62	41,1678
27136,907	6435	33X	514141,0702	8560012,087	340,4707	3545	297,78	42,6907
27143,225	6436	33X	514147,2199	8560010,642	340,4108	3535	296,94	43,4708
27149,401	6437	33X	514153,2427	8560009,274	340,3599	3520	295,68	44,6799
27155,492	6438	33X	514159,1932	8560007,974	340,3139	3510	294,84	45,4739
27161,605	6439	33X	514165,1759	8560006,718	341,017	3495	293,58	47,437
27167,849	6440	33X	514171,2958	8560005,482	340,9636	3485	292,74	48,2236
27174,277	6441	33X	514177,6043	8560004,251	340,8997	3470	291,48	49,4197
27180,726	6442	33X	514183,9399	8560003,051	340,8276	3460	290,64	50,1876
27186,978	6443	33X	514190,088	8560001,914	340,7515	3450	289,8	50,9515
27192,818	6444	33X	514195,8338	8560000,875	340,6754	3435	288,54	52,1354
27198,107	6445	33X	514201,0411	8559999,953	340,6023	3420	287,28	53,3223
27203,026	6446	33X	514205,8875	8559999,113	340,5301	3400	285,6	54,9301
27207,837	6447	33X	514210,6294	8559998,305	340,456	3380	283,92	56,536
27212,8	6448	33X	514215,5229	8559997,48	340,3767	3360	282,24	58,1367
27218,176	6449	33X	514220,8241	8559996,587	339,5391	3345	280,98	58,5591
27224,147	6450	33X	514226,7105	8559995,591	339,4409	3325	279,3	60,1409
27230,574	6451	33X	514233,0442	8559994,508	339,3321	3305	277,62	61,7121
27237,237	6452	33X	514239,6085	8559993,369	339,2134	3290	276,36	62,8534
27243,919	6453	33X	514246,1866	8559992,204	339,0854	3270	274,68	64,4054
27250,455	6454	33X	514252,6158	8559991,034	338,9493	3250	273	65,9493
27256,901	6455	33X	514258,9489	8559989,842	338,8073	3235	271,74	67,0673
27263,367	6456	33X	514265,2928	8559988,601	338,662	3215	270,06	68,602
27269,963	6457	33X	514271,7542	8559987,283	338,5162	3195	268,38	70,1362
27276,743	6458	33X	514278,3854	8559985,875	338,3727	3175	266,7	71,6727
27283,537	6459	33X	514285,0202	8559984,422	338,2358	3155	265,02	73,2158
27290,116	6460	33X	514291,4379	8559982,98	338,11	3135	263,34	74,77
27296,252	6461	33X	514297,4175	8559981,606	337,9998	3110	261,24	76,7598
27301,8	6462	33X	514302,8182	8559980,34	337,9077	3090	259,56	78,3477
27306,943	6463	33X	514307,8186	8559979,138	337,0778	3070	257,88	79,1978
27311,948	6464	33X	514312,6768	8559977,94	337,0023	3050	256,2	80,8023
27317,079	6465	33X	514317,6514	8559976,684	336,9231	3030	254,52	82,4031
27322,603	6466	33X	514323,0007	8559975,309	336,8324	3010	252,84	83,9924
27328,707	6467	33X	514328,9068	8559973,773	336,7246	2985	250,74	85,9846
27335,262	6468	33X	514335,2469	8559972,11	336,6038	2965	249,06	87,5438
27342,064	6469	33X	514341,8221	8559970,373	336,4762	2945	247,38	89,0962
27348,906	6470	33X	514348,4334	8559968,618	336,3483	2925	245,7	90,6483
27355,622	6471	33X	514354,9218	8559966,886	336,2242	2905	244,02	92,2042
27362,213	6472	33X	514361,2878	8559965,184	336,0992	2885	242,34	93,7592
27368,719	6473	33X	514367,5721	8559963,504	335,9666	2865	240,66	95,3066
27375,182	6474	33X	514373,8152	8559961,843	335,0696	2845	238,98	96,0896
