Dist	TrNo	Zone	X,m	Y,m	Alt, m	TD, ns	Hice, m	Bed,m
20317,316	5023	33X	516060,6852	8562285,857	204,1736	2675	224,7	-20,5264
20322,916	5024	33X	516055,1002	8562285,59	204,4833	2670	224,28	-19,7967
20328,914	5025	33X	516049,1239	8562285,238	204,8486	2670	224,28	-19,4314
20335,098	5026	33X	516042,969	8562284,808	205,2601	2665	223,86	-18,5999
20341,255	5027	33X	516036,8483	8562284,309	205,7083	2665	223,86	-18,1517
20347,225	5028	33X	516030,9236	8562283,749	206,1862	2660	223,44	-17,2538
20353,051	5029	33X	516025,1534	8562283,13	206,6963	2660	223,44	-16,7437
20358,825	5030	33X	516019,4453	8562282,455	207,9938	2655	223,02	-15,0262
20364,639	5031	33X	516013,7069	8562281,727	207,8335	2655	223,02	-15,1865
20370,54	5032	33X	516007,8913	8562280,952	209,2152	2650	222,6	-13,3848
20376,39	5033	33X	516002,1333	8562280,153	209,8672	2645	222,18	-12,3128
20382,004	5034	33X	515996,6128	8562279,358	210,5123	2645	222,18	-11,6677
20387,2	5035	33X	515991,5099	8562278,595	211,1237	2650	222,6	-11,4763
20391,862	5036	33X	515986,9381	8562277,878	210,9334	2650	222,6	-11,6666
20396,148	5037	33X	515982,744	8562277,167	211,4603	2655	223,02	-11,5597
20400,288	5038	33X	515978,7076	8562276,41	211,9826	2660	223,44	-11,4574
20404,511	5039	33X	515974,6088	8562275,553	212,5283	2665	223,86	-11,3317
20409,046	5040	33X	515970,2276	8562274,545	213,1257	2665	223,86	-10,7343
20414,055	5041	33X	515965,4109	8562273,344	213,0434	2670	224,28	-11,2366
20419,423	5042	33X	515960,2736	8562271,963	213,7621	2675	224,7	-10,9379
20424,968	5043	33X	515954,9974	8562270,426	214,5031	2680	225,12	-10,6169
20430,51	5044	33X	515949,7641	8562268,756	215,2378	2685	225,54	-10,3022
20435,917	5045	33X	515944,7102	8562266,968	215,9405	2685	225,54	-9,5995
20441,244	5046	33X	515939,791	8562265,033	216,5973	2690	225,96	-9,3627
20446,593	5047	33X	515934,9166	8562262,912	217,1974	2700	226,8	-9,6026
20452,069	5048	33X	515929,9973	8562260,566	217,7298	2705	227,22	-9,4902
20457,727	5049	33X	515924,9845	8562257,982	218,1861	2715	228,06	-9,8739
20463,428	5050	33X	515919,9958	8562255,25	218,567	2720	228,48	-9,913
20468,982	5051	33X	515915,19	8562252,483	218,8755	2730	229,32	-10,4445
20474,196	5052	33X	515910,7262	8562249,799	219,1147	2735	229,74	-10,6253
20478,95	5053	33X	515906,7037	8562247,272	219,288	2745	230,58	-11,292
20483,408	5054	33X	515902,9838	8562244,817	219,4002	2750	231	-11,5998
20487,811	5055	33X	515899,3679	8562242,306	219,4561	2760	231,84	-12,3839
20492,395	5056	33X	515895,6576	8562239,614	219,4609	2770	232,68	-13,2191
20497,397	5057	33X	515891,6546	8562236,614	219,4195	2775	233,1	-13,6805
20502,98	5058	33X	515887,2202	8562233,223	219,3374	2785	233,94	-14,6026
20509,015	5059	33X	515882,4553	8562229,522	219,2223	2790	234,36	-15,1377
20515,297	5060	33X	515877,5203	8562225,637	219,0821	2785	233,94	-14,8579
20521,626	5061	33X	515872,576	8562221,69	218,9249	2785	233,94	-15,0151
20527,847	5062	33X	515867,7416	8562217,778	218,7612	2780	233,52	-14,7588
20534,002	5063	33X	515862,9712	8562213,891	218,6106	2775	233,1	-14,4894
20540,184	5064	33X	515858,1779	8562209,988	218,4951	2775	233,1	-14,6049
20546,486	5065	33X	515853,2744	8562206,031	218,4366	2770	232,68	-14,2434
20552,947	5066	33X	515848,2169	8562202,01	218,4503	2765	232,26	-13,8097
20559,405	5067	33X	515843,1346	8562198,027	218,5227	2765	232,26	-13,7373
20565,642	5068	33X	515838,1997	8562194,214	218,6337	2760	231,84	-13,2063
20571,442	5069	33X	515833,5846	8562190,703	218,763	2750	231	-12,237
20576,667	5070	33X	515829,3985	8562187,579	218,8943	2745	230,58	-11,6857
20581,49	5071	33X	515825,498	8562184,746	219,0285	2740	230,16	-11,1315
20586,163	5072	33X	515821,6763	8562182,059	219,1703	2735	229,74	-10,5697
20590,94	5073	33X	515817,7269	8562179,377	219,3247	2730	229,32	-9,9953
20596,073	5074	33X	515813,4431	8562176,555	219,4966	2730	229,32	-9,8234
20601,74	5075	33X	515808,6794	8562173,491	219,689	2730	229,32	-9,631
20607,824	5076	33X	515803,5347	8562170,25	219,8983	2730	229,32	-9,4217
20614,134	5077	33X	515798,1691	8562166,936	220,1191	2730	229,32	-9,2009
20620,481	5078	33X	515792,7427	8562163,652	220,3459	2730	229,32	-8,9741
20626,711	5079	33X	515787,3849	8562160,481	220,5743	2735	229,74	-9,1657
20632,825	5080	33X	515782,1029	8562157,41	220,0545	2730	229,32	-9,2655
20638,862	5081	33X	515776,8734	8562154,403	220,2874	2725	228,9	-8,6126
20644,86	5082	33X	515771,6729	8562151,424	220,5243	2725	228,9	-8,3757
20650,858	5083	33X	515766,4774	8562148,437	220,7656	2720	228,48	-7,7144
20656,896	5084	33X	515761,2602	8562145,407	221,0087	2715	228,06	-7,0513
20663,016	5085	33X	515755,994	8562142,3	221,2507	2715	228,06	-6,8093
20669,258	5086	33X	515750,6515	8562139,08	221,4883	2705	227,22	-5,7317
20675,626	5087	33X	515745,2361	8562135,737	221,7183	2695	226,38	-4,6617
20681,969	5088	33X	515739,8744	8562132,355	221,9365	2685	225,54	-3,6035
20688,096	5089	33X	515734,7236	8562129,043	222,139	2680	225,12	-2,981
20693,817	5090	33X	515729,9411	8562125,91	222,3213	2670	224,28	-1,9587
20699,014	5091	33X	515725,6232	8562123,021	222,4811	2660	223,44	-0,9589
20703,868	5092	33X	515721,6223	8562120,276	222,6228	2655	223,02	-0,3972
20708,632	5093	33X	515717,73	8562117,532	222,7528	2650	222,6	0,1528
20713,56	5094	33X	515713,7377	8562114,646	222,8773	2640	221,76	1,1173
20718,906	5095	33X	515709,437	8562111,474	223,0025	2635	221,34	1,6625
20724,844	5096	33X	515704,6831	8562107,918	223,1327	2630	220,92	2,2127
20731,238	5097	33X	515699,5863	8562104,059	223,2644	2625	220,5	2,7644
20737,873	5098	33X	515694,3205	8562100,024	223,3921	2620	220,08	3,3121
20744,535	5099	33X	515689,0598	8562095,938	223,5102	2615	219,66	3,8502
20751,063	5100	33X	515683,9335	8562091,898	223,6158	2615	219,66	3,9558
20757,507	5101	33X	515678,8927	8562087,886	223,7163	2615	219,66	4,0563
20763,968	5102	33X	515673,8436	8562083,855	223,8217	2615	219,66	4,1617
20770,551	5103	33X	515668,6927	8562079,758	223,9421	2615	219,66	4,2821
20777,303	5104	33X	515663,3914	8562075,578	223,3337	2615	219,66	3,6737
20784,056	5105	33X	515658,0717	8562071,421	223,4873	2615	219,66	3,8273
20790,587	5106	33X	515652,9104	8562067,422	223,6399	2615	219,66	3,9799
20796,673	5107	33X	515648,0846	8562063,717	223,7786	2615	219,66	4,1186
20802,169	5108	33X	515643,7078	8562060,394	223,8925	2615	219,66	4,2325
20807,25	5109	33X	515639,6396	8562057,352	223,9791	2620	220,08	3,8991
20812,167	5110	33X	515635,6761	8562054,443	224,0382	2620	220,08	3,9582
20817,173	5111	33X	515631,6134	8562051,518	224,0693	2625	220,5	3,5693
20822,521	5112	33X	515627,2477	8562048,429	224,0721	2625	220,5	3,5721
20828,397	5113	33X	515622,4286	8562045,067	224,0475	2625	220,5	3,5475
20834,717	5114	33X	515617,2205	8562041,487	224,0011	2630	220,92	3,0811
20841,333	5115	33X	515611,7412	8562037,781	223,9397	2630	220,92	3,0197
20848,094	5116	33X	515606,1085	8562034,042	223,8704	2635	221,34	2,5304
20854,851	5117	33X	515600,4431	8562030,359	223,7996	2635	221,34	2,4596
20861,454	5118	33X	515594,8766	8562026,807	223,7322	2635	221,34	2,3922
20867,754	5119	33X	515589,5433	8562023,455	223,6725	2640	221,76	1,9125
20873,6	5120	33X	515584,5773	8562020,372	223,6252	2640	221,76	1,8652
20878,906	5121	33X	515580,0566	8562017,594	223,5942	2640	221,76	1,8342
20883,853	5122	33X	515575,8333	8562015,017	223,5819	2640	221,76	1,8219
20888,687	5123	33X	515571,703	8562012,505	223,5904	2640	221,76	1,8304
20893,654	5124	33X	515567,4615	8562009,921	223,6217	2640	221,76	1,8617
20899	5125	33X	515562,9045	8562007,127	223,6777	2640	221,76	1,9177
20904,894	5126	33X	515557,8931	8562004,026	223,7601	2640	221,76	2,0001
20911,196	5127	33X	515552,5506	8562000,685	223,1187	2645	222,18	0,9387
20917,69	5128	33X	515547,0658	8561997,21	223,2526	2645	222,18	1,0726
20924,16	5129	33X	515541,6273	8561993,709	223,4114	2645	222,18	1,2314
20930,444	5130	33X	515536,3778	8561990,26	223,5948	2640	221,76	1,8348
20936,592	5131	33X	515531,2755	8561986,836	223,8049	2635	221,34	2,4649
20942,709	5132	33X	515526,2324	8561983,383	224,0442	2630	220,92	3,1242
