512725.000 8564175.000 
513625.000 8563075.000 
513975.000 8562875.000 
514175.000 8562625.000 
514025.000 8562575.000 
514175.000 8562175.000 
513825.000 8561275.000 
514275.000 8560225.000 
514575.000 8559575.000 
515125.000 8559225.000 
515175.000 8559075.000 
515425.000 8558925.000 
515525.000 8558725.000 
516025.000 8558675.000 
515975.000 8558325.000 
516225.000 8558075.000 
516325.000 8557875.000 
516525.000 8557825.000 
516375.000 8557575.000 
516575.000 8557425.000 
516525.000 8557125.000 
516725.000 8556675.000 
517025.000 8556675.000 
517275.000 8557175.000 
517425.000 8556925.000 
517075.000 8556475.000 
517975.000 8556425.000 
518025.000 8556325.000 
517875.000 8556325.000 
517925.000 8556075.000 
517625.000 8555975.000 
517425.000 8556075.000 
516975.000 8555775.000 
517175.000 8555625.000 
517075.000 8555525.000 
517275.000 8555125.000 
517425.000 8554825.000 
517725.000 8554875.000 
518025.000 8554875.000 
518625.000 8554825.000 
518725.000 8554675.000 
518675.000 8554525.000 
517775.000 8554225.000 
517825.000 8553925.000 
517975.000 8553725.000 
518375.000 8553575.000 
518725.000 8553875.000 
518975.000 8553825.000 
518975.000 8553525.000 
518575.000 8553175.000 
517675.000 8553175.000 
517625.000 8551975.000 
517775.000 8550525.000 
517725.000 8549525.000 
517625.000 8549225.000 
517175.000 8548725.000 
517025.000 8548325.000 
516975.000 8547875.000 
516875.000 8547825.000 
516625.000 8547775.000 
516575.000 8547825.000 
516575.000 8548225.000 
516175.000 8548425.000 
515875.000 8548725.000 
515275.000 8548775.000 
515025.000 8548575.000 
514975.000 8548475.000 
514825.000 8548575.000 
514775.000 8549275.000 
514625.000 8549575.000 
514175.000 8549725.000 
513525.000 8549125.000 
513075.000 8549175.000 
512875.000 8549475.000 
512875.000 8549675.000 
512975.000 8549925.000 
513075.000 8549925.000 
513125.000 8549675.000 
513325.000 8549575.000 
513525.000 8549775.000 
513975.000 8549975.000 
513575.000 8550425.000 
513025.000 8550425.000 
513125.000 8550125.000 
513075.000 8549925.000 
512525.000 8550125.000 
512575.000 8550375.000 
512425.000 8550575.000 
512325.000 8550475.000 
512075.000 8550775.000 
511825.000 8550725.000 
511975.000 8550425.000 
511775.000 8550175.000 
511525.000 8550125.000 
511325.000 8550225.000 
511175.000 8550475.000 
511125.000 8550925.000 
511625.000 8551825.000 
511325.000 8552425.000 
511375.000 8552675.000 
511575.000 8552675.000 
511725.000 8552775.000 
511975.000 8552625.000 
512125.000 8552675.000 
511875.000 8552975.000 
512225.000 8553175.000 
512525.000 8553225.000 
513125.000 8552325.000 
513225.000 8552075.000 
513125.000 8551675.000 
513475.000 8551425.000 
513975.000 8551475.000 
514475.000 8551525.000 
514475.000 8552125.000 
514325.000 8552275.000 
514025.000 8552225.000 
513725.000 8552225.000 
513225.000 8552475.000 
512625.000 8553325.000 
512625.000 8553425.000 
512475.000 8553575.000 
512325.000 8553625.000 
512375.000 8553725.000 
512625.000 8554275.000 
512875.000 8554475.000 
512975.000 8554575.000 
513125.000 8554425.000 
513225.000 8553875.000 
513675.000 8554175.000 
513875.000 8554175.000 
513975.000 8553975.000 
513825.000 8553775.000 
513775.000 8553325.000 
514175.000 8553425.000 
514425.000 8553825.000 
514325.000 8554275.000 
514175.000 8554425.000 
513725.000 8554525.000 
513575.000 8554325.000 
513325.000 8554325.000 
513375.000 8554575.000 
513625.000 8554775.000 
513125.000 8554875.000 
513075.000 8554625.000 
512575.000 8554625.000 
512625.000 8555225.000 
512825.000 8555425.000 
512725.000 8555875.000 
512875.000 8556125.000 
512775.000 8556225.000 
512675.000 8557025.000 
512825.000 8557125.000 
512925.000 8556925.000 
513225.000 8556925.000 
513525.000 8556775.000 
513575.000 8556625.000 
513925.000 8555925.000 
514075.000 8555975.000 
513525.000 8556775.000 
513125.000 8557475.000 
512825.000 8557675.000 
512775.000 8557825.000 
512525.000 8557775.000 
512475.000 8557925.000 
512225.000 8558025.000 
511975.000 8557975.000 
511925.000 8558025.000 
512075.000 8558025.000 
512225.000 8558325.000 
511875.000 8558525.000 
511775.000 8558575.000 
511675.000 8559025.000 
510975.000 8559875.000 
510775.000 8560375.000 
510825.000 8560625.000 
510525.000 8560975.000 
510425.000 8561725.000 
510725.000 8561875.000 
510925.000 8562225.000 
511625.000 8562625.000 
512175.000 8562625.000 
512425.000 8562225.000 
512525.000 8562025.000 
512725.000 8562075.000 
512625.000 8562275.000 
512525.000 8562625.000 
512275.000 8562975.000 
512325.000 8563125.000 
512475.000 8563225.000 
512425.000 8563725.000 
512675.000 8563975.000 
