510425.0  8553425.0  [(510440.0, 8553440.0), (510440.0, 8553400.0), (510440.0, 8553480.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [3.31935072, 3.76371217, 1.08970201]  0.0 False
510425.0  8553475.0  [(510440.0, 8553480.0), (510440.0, 8553440.0), (510440.0, 8553520.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [1.08970201, 3.31935072, 1.11734271]  0.0 False
510425.0  8553525.0  [(510440.0, 8553520.0), (510440.0, 8553560.0), (510440.0, 8553480.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [1.11734271, 1.83489406, 1.08970201]  0.0 False
510425.0  8553575.0  [(510440.0, 8553560.0), (510440.0, 8553600.0), (510440.0, 8553520.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [1.83489406, 1.15954626, 1.11734271]  0.0 False
510425.0  8553625.0  [(510440.0, 8553640.0), (510440.0, 8553600.0), (510440.0, 8553680.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [0.611688912, 1.15954626, 1.20949721]  0.0 False
510425.0  8553675.0  [(510440.0, 8553680.0), (510440.0, 8553640.0), (510440.0, 8553720.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [1.20949721, 0.611688912, 2.19020867]  0.0 False
510425.0  8553725.0  [(510440.0, 8553720.0), (510440.0, 8553760.0), (510440.0, 8553680.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [2.19020867, 1.90118539, 1.20949721]  0.0 False
510425.0  8553775.0  [(510440.0, 8553760.0), (510440.0, 8553800.0), (510440.0, 8553720.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [1.90118539, 2.16525769, 2.19020867]  0.0 False
510425.0  8553825.0  [(510440.0, 8553840.0), (510440.0, 8553800.0), (510440.0, 8553880.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [1.91432023, 2.16525769, 0.956377029]  0.0 False
510425.0  8553875.0  [(510440.0, 8553880.0), (510440.0, 8553840.0), (510440.0, 8553920.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [0.956377029, 1.91432023, 2.13519049]  0.0 False
510425.0  8553925.0  [(510440.0, 8553920.0), (510440.0, 8553960.0), (510440.0, 8553880.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [2.13519049, 2.04720354, 0.956377029]  0.0 False
510425.0  8553975.0  [(510440.0, 8553960.0), (510440.0, 8554000.0), (510440.0, 8553920.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [2.04720354, 2.45210028, 2.13519049]  0.0 False
510425.0  8554025.0  [(510440.0, 8554040.0), (510440.0, 8554000.0), (510440.0, 8554080.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [2.67371416, 2.45210028, 2.89135814]  0.0 False
510425.0  8554075.0  [(510440.0, 8554080.0), (510440.0, 8554040.0), (510440.0, 8554120.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [2.89135814, 2.67371416, 3.74621415]  0.0 False
510425.0  8554125.0  [(510440.0, 8554120.0), (510440.0, 8554160.0), (510440.0, 8554080.0)]  [15.811388300841896, 38.07886552931954, 47.43416490252569] [3.74621415, 1.26465487, 2.89135814]  0.0 False
510425.0  8554175.0  [(510440.0, 8554160.0), (510440.0, 8554200.0), (510440.0, 8554120.0)]  [21.213203435596427, 29.154759474226502, 57.0087712549569] [1.26465487, 2.01088953, 3.74621415]  0.0 False
