0.0000 -0.1479 -1.1463 -0.2806 -0.0531 0.0680 0.1332 -0.0690 -0.1400 -0.2719 -0.0442 -0.0256 -0.0767 -0.1293 0.0924 -0.0261
0.0000 0.2348 1.1918 0.9644 0.5653 0.2506 0.1332 0.3267 0.1948 -0.1197 0.0167 -0.0256 0.1668 -0.1293 0.0315 0.0044
0.0000 0.2439 1.6402 0.9644 0.4811 0.2506 0.1332 0.3267 0.1948 -0.1197 0.0167 -0.0256 0.1668 -0.1293 0.0315 0.0044
0.0000 0.0122 -1.4114 -1.0798 -0.6058 -0.2334 -0.4677 0.0282 -0.3894 -0.1197 0.0167 -0.0109 0.0784 -0.0409 -0.0156 -0.0123
0.0000 0.0745 -0.3149 -1.9576 -0.3397 -0.4596 -0.4857 -0.1603 -0.3835 -0.0081 0.0167 0.0049 -0.0047 0.0199 0.0011 0.0145
0.0000 0.0731 1.7561 1.5143 0.3093 -0.0439 0.3914 0.0224 0.4962 0.1621 -0.0069 0.0176 0.0018 -0.0252 0.0934 0.0898
0.0000 -0.0199 2.2104 1.8390 0.3086 0.2932 0.1007 0.0081 0.1390 0.0193 -0.0767 0.0353 -0.0372 0.0635 -0.0364 0.0652
0.0000 -0.0988 2.7222 1.3120 0.4968 0.4156 0.1970 -0.0297 0.2380 0.2731 0.0137 0.0353 -0.0954 0.2104 -0.0480 0.0000
0.0000 -0.0192 2.7615 1.4789 0.5331 0.2850 0.2245 0.0528 0.1123 0.2554 0.0010 0.0274 -0.0041 -0.3178 0.0620 0.0000
0.0000 0.0471 2.7664 1.4830 0.6822 0.4637 0.2245 0.0528 0.3165 0.3065 0.0775 -0.0256 0.0754 0.0533 0.0620 0.0000
0.0000 -0.0673 2.8037 1.8344 0.7069 0.3950 0.2834 0.0322 0.1298 0.0993 0.0520 0.0392 -0.0650 -0.0861 -0.0068 0.0000
0.0000 -0.0118 2.2916 1.6178 0.6840 0.3237 0.3158 0.0650 0.0000 0.1299 0.0106 0.0130 -0.0524 0.0209 0.1492 0.0000
0.0000 -0.1112 -0.9983 -0.1780 -0.2341 0.0113 -0.0668 -0.0816 -0.0518 -0.0655 0.0017 0.0019 -0.0690 0.0312 0.0124 0.0345
0.0000 0.3585 3.0471 2.1906 0.7435 0.1764 -0.0904 0.1541 -0.2259 -0.3954 0.0960 -0.0688 0.0017 0.1725 0.1066 0.1052
0.0000 0.3768 2.0808 1.4077 0.6064 0.2008 0.1452 0.3426 0.2526 0.0994 -0.0219 -0.0688 0.0017 0.1725 0.1066 0.1052
0.0000 0.1033 -0.5709 -0.8742 -0.4216 -0.2116 -0.2279 -0.1915 -0.1774 -0.0508 -0.0317 0.0077 0.0017 0.0194 0.0084 -0.1648
0.0000 0.4721 2.4577 1.3962 1.2995 0.5386 0.5184 0.4787 0.4032 0.1423 -0.0664 0.0032 0.3873 0.2405 0.2690 0.0545
0.0000 -0.0877 -2.3425 -1.4711 -0.7103 0.0859 0.0962 0.1953 0.1397 0.1328 -0.0690 0.0421 0.0803 -0.0209 0.0399 0.0198
0.0000 -0.1356 -1.2445 -0.9718 -0.2944 -0.2183 -0.3704 -0.3025 -0.2421 -0.0667 -0.0075 0.0428 -0.0754 -0.0710 -0.1795 -0.0916
0.0000 -0.1210 -1.0022 -0.7122 -0.1810 -0.0368 -0.0364 -0.2289 -0.1558 -0.0930 0.0056 0.0372 0.2560 0.0390 -0.0780 -0.0627
0.0000 -0.0553 -1.0896 -0.5865 -0.1545 -0.1134 -0.0109 -0.1503 -0.1774 -0.0478 -0.0081 0.0195 0.0970 -0.0710 -0.0151 -0.0293
0.0000 -0.1582 -1.2115 -0.5130 -0.0225 -0.1158 -0.1056 -0.1503 -0.1396 0.1981 -0.0106 0.0225 -0.1570 -0.0710 0.0153 0.0291
0.0000 -0.1269 -1.2231 -0.3970 0.0193 -0.0378 -0.0600 -0.1317 -0.1382 0.0278 -0.0258 0.0215 -0.1809 0.1176 0.0458 0.0374
0.0000 -0.1326 -1.3856 -0.3783 0.0516 0.0435 -0.0711 -0.1310 -0.1853 -0.2097 -0.0258 -0.0080 -0.1809 0.0812 0.0569 0.0027
0.0000 -0.2456 -0.2501 -0.0069 -0.0987 -0.2429 -0.1261 -0.1708 -0.1169 -0.0658 -0.0145 -0.0100 -0.0866 -0.3322 0.0441 -0.0319
0.0000 0.5801 2.6317 1.7168 0.7777 0.3419 0.0493 -0.1541 0.0693 -0.0455 -0.0145 -0.0100 0.0757 0.1548 0.1436 0.0457
0.0000 0.5733 1.6861 1.2626 0.9263 0.3089 0.0869 0.5970 0.1875 -0.0521 -0.0145 -0.0100 0.0568 -0.0190 0.1472 0.0594
0.0000 -0.1189 -3.1240 -1.6761 -0.7890 -0.0898 -0.0505 0.6245 0.0638 -0.0796 -0.0282 -0.0237 0.0018 -0.2114 0.0234 -0.0093
0.0000 0.0008 -1.8669 -0.9901 -0.2998 -0.2009 -0.1506 -0.0821 -0.1143 -0.1074 -0.0449 -0.0141 -0.0440 -0.1333 -0.1233 -0.1156
0.0000 -0.0904 -0.4308 -0.3368 -0.1242 0.1655 0.0260 -0.0844 -0.0364 -0.0511 -0.0017 0.0204 -0.0768 -0.0357 -0.1248 -0.0702
0.0000 0.1824 2.2878 1.1984 0.8578 0.6646 0.2380 -0.0993 0.1403 0.0701 0.0566 0.0000 0.1021 0.5079 -0.0127 0.0985
0.0000 -0.0050 2.3381 1.4089 0.7810 0.6309 0.4276 0.0697 0.1187 0.0186 0.0867 0.0000 0.0155 -0.0386 0.1796 0.0997
0.0000 0.2532 3.2257 1.8920 1.1041 0.7576 0.4865 0.0393 0.2297 0.1669 0.6984 0.0000 0.0352 -0.0082 0.1089 0.2646
0.0000 0.1703 3.0700 2.2661 1.1008 0.8619 0.4334 0.1274 0.2610 0.1527 0.3682 0.0000 -0.0018 0.0330 0.1269 0.2272
0.0000 0.0834 3.1216 2.2042 1.1571 0.7370 0.0201 0.0874 0.1187 0.1374 0.0886 0.0000 -0.0454 0.0330 0.1442 0.2499
0.0000 0.0302 2.1752 1.8893 0.9390 0.6940 0.9685 0.3552 0.2428 0.0539 -0.0023 0.0000 -0.0328 0.0097 0.0938 0.4759
0.0000 0.0437 2.7622 0.9147 0.4004 0.0806 0.2789 -0.0102 -0.0621 -0.2904 0.0425 0.0000 0.0215 -0.0980 0.0509 -0.2745
0.0000 0.4247 3.6043 3.5486 1.6551 0.6245 0.1011 0.0575 0.0351 0.1927 -0.0959 0.0000 0.0510 0.2928 0.2227 -0.0123
0.0000 0.3029 -0.9807 -0.2321 0.1481 -0.2552 -0.0638 0.4424 0.2550 0.1652 -0.0684 0.0000 0.0785 0.0179 0.1402 0.2351
0.0000 -0.1320 -5.2193 -3.1364 -1.5711 -0.3878 -0.2474 0.1263 0.0312 -0.0164 -0.0782 0.0000 0.0814 0.0012 0.0214 0.0829
0.0000 0.0665 -2.3118 -1.1550 -0.3315 -0.3840 -0.3798 -0.2347 -0.1719 -0.1624 -0.0959 0.0000 0.0814 0.0188 -0.1050 -0.1645
0.0000 0.2293 -1.6866 -0.5433 -0.2378 -0.2277 -0.1119 -0.0338 0.0960 0.0710 -0.0959 0.0000 0.0814 0.0000 -0.0817 0.0000
0.0000 -0.3707 -3.2949 -2.4466 -1.5287 -0.2348 -0.1119 -0.0338 0.0828 0.0710 -0.0959 0.0000 0.0814 0.0000 -0.0817 0.0000
0.0000 -0.4757 -3.2949 -2.6828 -0.8377 -0.5557 -0.2013 -0.1870 -0.2104 0.0071 -0.0959 0.0000 -0.0079 0.0000 -0.1455 0.0000
0.0000 -0.4835 -3.3303 -0.8104 -1.0370 -0.6440 -0.3368 -0.3283 -0.1220 -0.0930 -0.0959 0.0000 -0.1434 0.0000 -0.1632 0.0000
0.0000 -0.5178 -3.2210 -2.3139 -0.9727 -0.5060 -0.0945 -0.2295 -0.0997 0.1101 -0.0698 0.0000 -0.0838 0.0000 -0.0512 0.0000
0.0000 -0.4521 -2.7942 -1.4957 -0.6237 -0.4202 0.1002 -0.2979 -0.0209 0.2909 -0.0478 0.0000 -0.0561 0.0000 0.0000 0.0000
0.0000 0.0000 -1.9800 -1.1865 -0.5476 -0.3271 -0.1342 -0.1900 -0.0674 0.0760 -0.0766 0.0000 -0.1591 0.0000 0.0000 0.0000
