0.0000 -0.2823 0.9439 0.5879 0.1755 0.1493 -0.0991 -0.1265 -0.3637 -0.2958 0.3828 -0.0380 0.1248 0.0743 0.0677 -0.1095
0.0000 -0.1517 2.6418 1.8854 0.7688 0.2609 0.0004 -0.0149 -0.3190 -0.2512 0.3707 -0.0380 0.1248 0.0743 0.0677 -0.1095
0.0000 0.8782 2.6601 1.7446 1.1455 0.5215 0.5755 0.3988 0.5357 0.3738 -0.0806 -0.0380 0.1248 0.0743 0.0677 -0.1095
0.0000 0.1124 -0.5417 -0.5893 -0.1976 0.4203 0.4184 0.1779 0.5799 0.3738 -0.1346 -0.0380 0.1248 0.0743 0.0677 0.7074
0.0000 -0.1335 -2.3723 -1.5602 -1.0169 -0.5568 -0.2147 0.0074 -0.1019 0.0085 -0.1346 0.0350 -0.0944 -0.0962 -0.1271 0.0123
0.0000 -0.2116 -1.8957 -1.1990 -0.6071 -0.4879 -0.3730 -0.0352 -0.2724 -0.0828 -0.1346 0.0533 -0.1491 -0.1388 -0.1758 -0.2008
0.0000 -0.1609 -1.1527 -0.6237 -0.3199 -0.2230 -0.2918 -0.1975 -0.0897 -0.0828 -0.1346 0.0411 -0.1370 -0.0962 -0.0662 -0.1399
0.0000 -0.0506 -0.2835 -0.2457 0.0517 -0.0843 -0.0156 -0.2100 0.0310 -0.0435 -0.1346 0.0228 -0.1187 0.0340 0.0982 -0.0506
0.0000 0.0309 0.6837 0.9051 0.4936 0.4704 0.4793 -0.0656 0.0929 0.0390 -0.1346 0.0228 -0.1187 0.0134 0.0982 0.0731
0.0000 -0.0898 1.0239 0.5263 0.3715 0.1928 0.1281 -0.0124 0.1810 0.1238 -0.1335 0.0826 -0.1807 0.2939 0.0938 0.0731
0.0000 -0.1174 0.9281 0.6144 0.2246 -0.0549 0.1984 -0.0705 0.1410 0.0390 -0.1042 0.0238 -0.1217 0.0016 -0.0020 0.0839
0.0000 0.0065 1.2528 0.6963 0.2107 0.3028 -0.0118 -0.0677 0.1588 0.1354 0.0998 -0.0573 -0.2638 0.0276 -0.0013 0.1229
0.0000 0.0865 1.7660 1.5326 0.6119 0.3215 0.4457 0.1918 0.1381 0.0437 -0.0049 -0.0511 0.2214 0.0053 0.2617 0.0478
0.0000 0.6256 2.6234 1.8354 1.1097 0.6428 0.1020 0.2615 0.0752 0.1007 -0.0137 -0.0501 0.2420 0.1290 0.1497 0.1391
0.0000 0.1631 1.1062 0.2287 0.0591 0.1172 0.1020 0.2615 0.0752 0.1007 -0.0137 -0.0501 0.2420 0.1290 0.1497 0.1391
0.0000 -0.0607 -1.0205 -0.9475 -0.5349 -0.3668 -0.1543 0.1192 -0.2665 -0.0702 0.0432 0.0353 0.1360 -0.1272 -0.1743 -0.0032
0.0000 0.0321 -1.5101 -1.0866 -0.5745 -0.3332 -0.2632 -0.0905 -0.0557 0.1382 -0.0117 0.0108 -0.0319 -0.0536 -0.1009 -0.0800
0.0000 -0.1982 -2.1723 -1.5278 -0.9424 -0.5524 -0.4734 -0.3345 -0.1859 -0.3628 -0.0265 -0.0089 -0.1036 -0.0919 -0.1546 -0.1751
0.0000 -0.2479 -0.9794 -0.8552 -0.5471 -0.5524 -0.3850 -0.3168 -0.1683 -0.2037 -0.0442 0.0717 -0.1232 -0.1449 -0.1546 -0.1044
0.0000 -0.1668 0.1341 -0.1395 -0.1697 -0.1812 -0.1199 -0.2107 -0.1152 0.0349 -0.0177 0.0186 -0.1232 -0.0359 -0.1281 0.0282
0.0000 -0.1432 0.3472 -0.0275 -0.1334 -0.2058 -0.0276 -0.1685 0.0252 -0.1419 0.0393 0.0108 -0.1213 0.0063 -0.2214 0.0213
0.0000 0.0920 0.3704 0.1133 -0.0925 0.0868 -0.0806 -0.1950 -0.2487 0.1311 0.0471 0.0108 -0.0624 -0.0232 0.0280 0.0174
0.0000 -0.1550 0.5838 0.3593 0.0493 -0.0045 -0.1719 -0.0428 -0.0161 0.2332 -0.0039 -0.0658 -0.0879 0.2321 -0.0231 -0.0130
0.0000 -0.1079 1.1897 0.8097 0.3072 0.1446 0.0198 -0.0641 -0.1013 -0.1307 -0.0350 -0.0592 -0.1141 0.0042 0.0523 0.0083
