 (515007.73795899487, 8548803.37537161)  (515164.7168814376, 8550245.888136657)  (516500.8043195432, 8550070.222596807)  (515906.97533191333, 8551887.86553002)  (515771.16470689944, 8554082.137843812)  (515770.3971731148, 8556354.9780064)  (514527.7028657581, 8558381.691076893)  (513432.4409300734, 8558027.726889342)  (512133.77687399817, 8559784.997684589)  (511313.6261543755, 8560837.72575751)  (511014.68295375945, 8562354.326886969)  (513208.1735149512, 8552896.801559664)  (513525.13233793195, 8549375.011806363)  (514274.4222850756, 8559872.645012245)  (513586.37062992423, 8555502.04890576)  (512839.4897515332, 8550921.800733572) 
 (515007.8155445396, 8548802.909438532)  (515164.928725864, 8550245.361120585)  (516498.0676839432, 8550059.80401679)  (515908.7571909627, 8551882.332362091)  (515774.1608913171, 8554081.246353524)  (515772.65043730196, 8556355.36348857)  (514528.87133111095, 8558380.567542417)  (513433.08824611845, 8558026.82517878)  (512132.20782972005, 8559784.795634959)  (511314.3698982873, 8560837.60805452)  (511014.66323459835, 8562354.346765466)  (513208.237472509, 8552896.700024297)  (513525.3933237106, 8549375.340875389)  (514274.2704957479, 8559873.100380227)  (513586.74809632, 8555502.30296111)  (512840.5078048866, 8550921.419765897) 
 (515007.8926037857, 8548802.443418121)  (515165.0971339985, 8550244.935206627)  (516499.81434306974, 8550049.156327749)  (515910.5414382566, 8551876.68869107)  (515777.0399826022, 8554080.392630868)  (515775.1295500001, 8556355.780856788)  (514530.0442285387, 8558379.441404048)  (513433.70761552366, 8558025.962493705)  (512130.62937152165, 8559784.604402859)  (511315.31234794896, 8560837.460052375)  (511014.59562569566, 8562354.414919969)  (513208.3014162875, 8552896.598480253)  (513525.60956907005, 8549375.613532582)  (514274.0428117564, 8559873.783432202)  (513587.0778601755, 8555502.52221393)  (nan, nan) 
 (515007.96911597793, 8548801.977307582)  (515165.276610791, 8550244.474963125)  (516504.22257220757, 8550039.028068675)  (515912.3545942897, 8551870.805766525)  (515779.8570378177, 8554079.530589156)  (515777.544999838, 8556356.096606817)  (514531.2481338436, 8558378.285474544)  (513434.35312248045, 8558025.063177425)  (512129.13317801163, 8559784.432819117)  (511316.30144634197, 8560837.306151858)  (511014.5244942429, 8562354.486622943)  (513208.36534511216, 8552896.496926792)  (513525.8519130073, 8549375.919096677)  (514273.9352943159, 8559874.105984524)  (513587.4671508601, 8555502.778356006)  (nan, nan) 
 (515008.04506015935, 8548801.511104159)  (515165.4443580607, 8550244.038059413)  (516498.98198141454, 8550029.2396665)  (515914.1976081918, 8551864.77196335)  (515783.0753591901, 8554078.530935444)  (515780.0349440186, 8556356.4132738)  (514532.4590089059, 8558377.120922448)  (513435.0176776095, 8558024.136912625)  (512127.54272324796, 8559784.25830939)  (511317.31941393303, 8560837.149174204)  (511014.41885153996, 8562354.593110591)  (513208.40901878115, 8552896.427524986)  (513526.1483182845, 8549376.29282507)  (514273.8132303982, 8559874.472176276)  (513587.89474175766, 8555503.056323674)  (nan, nan) 
 (515008.12041528, 8548801.04480516)  (515165.6356983875, 8550243.532025937)  (516501.56881573313, 8550018.6273992)  (515916.01671999996, 8551858.777922291)  (515786.1827363553, 8554077.5222253)  (515782.5162997083, 8556356.718026062)  (514533.6678864597, 8558375.954296947)  (513435.67303091544, 8558023.243505638)  (512125.999328919, 8559784.09509804)  (511318.23082008417, 8560837.009808399)  (511014.30334576877, 8562354.709534029)  (513208.4590745461, 8552896.347961046)  (513526.41241103667, 8549376.625811582)  (514273.6693467647, 8559874.903827177)  (513588.2835659625, 8555503.305842686)  (nan, nan) 
 (515008.195160308, 8548800.578407979)  (515165.82467665774, 8550243.022971703)  (516498.79252038535, 8550008.233807513)  (515917.8498543758, 8551852.687830472)  (515789.3011104003, 8554076.436431896)  (515784.9138388092, 8556356.999455022)  (514534.91962800635, 8558374.739933286)  (513436.3402554296, 8558022.33400278)  (512125.7813600727, 8559784.072609143)  (511319.0632744125, 8560836.88338138)  (511014.2089664071, 8562354.804657822)  (513208.516040331, 8552896.257385666)  (513526.63611313264, 8549376.907870747)  (514273.5295740921, 8559875.323145196)  (513588.71927904844, 8555503.582266467)  (nan, nan) 
 (515008.2692743417, 8548800.111910112)  (515166.0104880843, 8550242.51275301)  (516502.3667296821, 8549998.55571282)  (515919.62224112736, 8551846.60998495)  (515792.308816968, 8554075.283807846)  (515787.44538646063, 8556357.27958979)  (514536.1373060855, 8558373.560829772)  (513436.99510310206, 8558021.441465091)  (512125.5633854081, 8559784.050176712)  (511319.9442845475, 8560836.750331983)  (511014.13923677756, 8562354.874934267)  (513208.575119979, 8552896.163414419)  (513526.91180787474, 8549377.255905816)  (514273.3616571484, 8559875.826896027)  (513589.21162890503, 8555503.890734648)  (nan, nan) 
 (515008.34273672267, 8548799.645309182)  (515166.25054473116, 8550241.840318026)  (516496.8388981398, 8549989.083745366)  (515921.34690862586, 8551840.166816317)  (515795.3669977196, 8554073.97113329)  (515790.10474105383, 8556357.549334388)  (514537.303519339, 8558372.423469825)  (513437.75825645257, 8558020.401418475)  (512124.27615281363, 8559783.918009212)  (511320.5435611116, 8560836.660311986)  (511014.01667963463, 8562354.998448424)  (513208.60544932756, 8552896.115153352)  (513527.24887619645, 8549377.68162162)  (514273.1510494562, 8559876.458719103)  (513589.7679732481, 8555504.234532513)  (nan, nan) 
 (515008.412060391, 8548799.211124986)  (515166.71486674703, 8550240.503669206)  (516505.81244189467, 8549975.742920935)  (515923.7450286429, 8551830.71530737)  (515799.76122512325, 8554072.094953787)  (515793.07507507293, 8556357.812848743)  (514538.50847316894, 8558371.238486167)  (513438.60784295975, 8558019.243705744)  (512122.762203842, 8559783.761668202)  (511321.16364933026, 8560836.567470178)  (511013.89341460774, 8562355.122668926)  (513208.62140965054, 8552896.089751225)  (513527.60255324317, 8549378.128625587)  (514272.92336546467, 8559877.141771078)  (513590.35736677964, 8555504.59330161)  (nan, nan) 
 (515008.48159318505, 8548798.776974233)  (515166.97548544337, 8550239.708804347)  (516504.0699554814, 8549973.568957685)  (515925.2514483193, 8551824.386110283)  (515802.7856487242, 8554070.519846844)  (515795.5999050305, 8556357.989468915)  (514539.78120245173, 8558369.974130137)  (513439.46694338875, 8558018.07312877)  (512121.0355249077, 8559783.582013372)  (511322.1784075928, 8560836.416005105)  (511013.84622038394, 8562355.170226315)  (513208.65013582155, 8552896.044025881)  (513527.95604162815, 8549378.575778762)  (514272.7122092234, 8559877.779734276)  (513590.9251850202, 8555504.933634454)  (nan, nan) 
 (515008.55130490963, 8548798.342852173)  (515167.2474437265, 8550238.848779526)  (516500.4913521819, 8549963.038407726)  (515926.5865185956, 8551818.71206161)  (515805.4901764344, 8554068.766775576)  (515798.0449021985, 8556358.110682977)  (514540.81350888015, 8558368.936036)  (513440.0467827065, 8558017.283074109)  (512119.7428282243, 8559783.444407832)  (511322.9459785123, 8560836.301939845)  (511013.7856420819, 8562355.23126949)  (513208.71343003504, 8552895.943254642)  (513528.3217061801, 8549379.03880083)  (514272.5389570169, 8559878.30489394)  (513591.4400472307, 8555505.237806946)  (nan, nan) 
 (515008.62116458185, 8548797.908753898)  (515167.5612352174, 8550237.815370169)  (516500.8653134146, 8549950.714080038)  (515928.2054651645, 8551811.610254234)  (515808.9637543538, 8554066.279962266)  (515801.5837455703, 8556358.201168278)  (514542.6648420936, 8558367.053971885)  (513441.2892555723, 8558015.590070512)  (512117.47632887407, 8559783.196656555)  (511324.07366428204, 8560836.13483268)  (511013.76450983173, 8562355.252563339)  (513208.7612826741, 8552895.867030466)  (513529.0463052979, 8549379.957417246)  (514272.24844469834, 8559879.188354518)  (513592.29519383697, 8555505.736629842)  (nan, nan) 
 (515008.6911405173, 8548797.47467435)  (515167.72878191655, 8550237.235073604)  (516501.53856192075, 8549941.13972155)  (515929.24096019735, 8551806.489909906)  (515811.2783476373, 8554064.457443697)  (515803.6474479436, 8556357.605318872)  (514543.53058082436, 8558366.155083433)  (513441.862443794, 8558014.808779106)  (512116.2198302842, 8559783.05024517)  (511324.97192165535, 8560836.002176391)  (511013.72294954635, 8562355.29444105)  (513208.85270874994, 8552895.721341508)  (513529.23177812085, 8549380.193213413)  (514272.1667760821, 8559879.438352993)  (513592.6259904633, 8555505.925665796)  (nan, nan) 
 (515008.76120042015, 8548797.040608345)  (515167.8935407209, 8550236.6477453)  (516504.7380848331, 8549931.396617418)  (515930.2269036967, 8551800.914413568)  (515813.81125312106, 8554062.382964049)  (515806.12494957953, 8556356.774804186)  (514544.52622276987, 8558365.110599773)  (513442.4124600753, 8558014.058857717)  (512114.8916271136, 8559782.888627294)  (511325.7020360673, 8560835.894580176)  (511013.6236266047, 8562355.394520784)  (513208.91645821405, 8552895.619675359)  (513529.63219778205, 8549380.70269167)  (514271.9668685381, 8559880.051591914)  (513593.00960480806, 8555506.143199781)  (nan, nan) 
 (515008.8313114773, 8548796.606550599)  (515168.07855332375, 8550235.96849105)  (516507.59205917304, 8549921.541546112)  (515931.09626637463, 8551795.100047778)  (515816.3099270359, 8554060.29378295)  (515808.47321918694, 8556355.860457506)  (514545.77409487433, 8558363.78575442)  (513443.03625338565, 8558013.208030527)  (512113.5029589753, 8559782.710861152)  (511326.51074194687, 8560835.758952744)  (511013.55318329146, 8562355.46549782)  (513208.9934564821, 8552895.496808494)  (513530.1969450494, 8549381.42261217)  (514271.8080662891, 8559880.541496849)  (513593.48905901634, 8555506.412687559)  (nan, nan) 
 (515008.9014404557, 8548796.172495749)  (515168.22770285147, 8550235.4017897)  (516510.4639109063, 8549911.791706953)  (515931.78568488185, 8551789.17703578)  (515818.8723138718, 8554058.154526606)  (515810.7782629573, 8556354.849486578)  (514546.8577091652, 8558362.618094765)  (513443.67460254056, 8558012.336875916)  (512112.18600527436, 8559782.532328384)  (511327.3124592961, 8560835.623977592)  (511013.4707633823, 8562355.548539728)  (513209.0454688894, 8552895.413750023)  (513530.50005631987, 8549381.810152564)  (514271.66072208015, 8559880.99832251)  (513593.987241364, 8555506.68966111)  (nan, nan) 
