 (515008.97155380313, 8548795.738438373)  (515168.37884877145, 8550234.810811773)  (516513.356866827, 8549902.082537727)  (515932.406052025, 8551783.136809906)  (515821.5393944438, 8554055.975577956)  (515813.0229641117, 8556353.760293424)  (514547.9624305076, 8558361.412766695)  (513444.31265747745, 8558011.465505788)  (512110.75567320985, 8559782.326962406)  (511328.5301278868, 8560835.417802416)  (511013.40384008037, 8562355.615965774)  (513209.11974426097, 8552895.295077493)  (513530.74807070167, 8549382.12779681)  (514271.5140444583, 8559881.455362633)  (513594.5305478461, 8555506.988355044)  (nan, nan) 
 (515009.0416177522, 8548795.304373022)  (515168.5219673134, 8550234.23431105)  (516516.59858821286, 8549892.604587978)  (515932.99873670755, 8551777.104857828)  (515824.26136464113, 8554053.839582112)  (515815.3509896927, 8556352.525983132)  (514549.0699840022, 8558360.189727344)  (513444.9674724468, 8558010.570464808)  (512109.4172871242, 8559782.121929029)  (511329.17373530666, 8560835.307446225)  (511013.34043818316, 8562355.679842213)  (513209.17170772195, 8552895.211988393)  (513530.987863902, 8549382.435366673)  (514271.27319673577, 8559882.209853437)  (513595.08415712643, 8555507.28904885)  (nan, nan) 
 (515009.11159842694, 8548794.870294238)  (515168.66476841865, 8550233.642290067)  (516520.10357568157, 8549883.091748925)  (515933.60955983563, 8551770.851619938)  (515827.18576259736, 8554051.6655001)  (515817.6729130692, 8556351.183673246)  (514550.1567269956, 8558358.976207394)  (513445.6100251873, 8558009.691233909)  (512108.084875848, 8559781.904719012)  (511329.8565957401, 8560835.189333446)  (511013.27703546826, 8562355.74371784)  (513209.21940965153, 8552895.13566981)  (513531.22743524006, 8549382.74310938)  (514271.14657562424, 8559882.61031204)  (513595.6578054088, 8555507.596829046)  (nan, nan) 
 (515009.18146195175, 8548794.436196582)  (515168.79843803676, 8550233.071739076)  (516524.0110989861, 8549872.920511162)  (515934.2146868933, 8551764.008322397)  (515830.2033790857, 8554049.217033902)  (515819.97763622133, 8556349.733507672)  (514551.15994984284, 8558357.646132238)  (513446.2603070601, 8558008.800311642)  (512106.77742536104, 8559781.677777998)  (511330.56583312975, 8560835.065307945)  (511013.21363194584, 8562355.807592666)  (513209.2670929923, 8552895.059339613)  (513531.46677692764, 8549383.051030729)  (514271.0835750624, 8559882.810639096)  (513596.32938417216, 8555507.952612638)  (nan, nan) 
 (515009.251174563, 8548794.002074666)  (515169.1828839105, 8550231.384996247)  (516529.0608576947, 8549859.791138519)  (515934.86498796433, 8551755.295557192)  (515834.2258252856, 8554046.415332532)  (515822.9358116699, 8556347.785441447)  (514552.2768973362, 8558356.130177986)  (513446.91408952855, 8558007.903278485)  (512105.19419248524, 8559781.38541921)  (511331.3033418112, 8560834.93461003)  (511013.150227626, 8562355.8714667)  (513209.314757191, 8552894.98299746)  (513531.8481181349, 8549383.542419458)  (514270.81246012397, 8559883.675123157)  (513597.07227969536, 8555508.34036287)  (nan, nan) 
 (515009.3207027221, 8548793.56792317)  (515169.41436997586, 8550230.288157515)  (516532.8004402383, 8549848.900282381)  (515935.2208812099, 8551748.032271158)  (515837.95560912596, 8554044.006533556)  (515825.4389396809, 8556345.965173565)  (514553.350106238, 8558354.635580163)  (513448.2290444177, 8558006.09603787)  (512103.5808325045, 8559781.064335775)  (511332.01686429273, 8560834.806116184)  (511013.0868225188, 8562355.935339952)  (513209.3624016918, 8552894.906643014)  (513532.1419176578, 8549383.922000596)  (514270.7222341348, 8559883.96647221)  (513597.7973264921, 8555508.712561931)  (nan, nan) 
 (515009.3900132302, 8548793.133736873)  (515169.5698906134, 8550229.517697047)  (516535.2780994568, 8549841.415720884)  (515935.29286838265, 8551742.830769274)  (515840.84418750345, 8554042.215077177)  (515827.2763646336, 8556343.865657063)  (514554.3036989891, 8558353.274365682)  (513449.1427103047, 8558004.835298546)  (512102.1728980937, 8559780.762142632)  (511332.7044075305, 8560834.6800793)  (511013.03821134043, 8562355.984308854)  (513209.3989136128, 8552894.848094918)  (513532.44266603404, 8549384.311377553)  (514270.60114375124, 8559884.359229283)  (513598.3704059845, 8555509.001947306)  (nan, nan) 
 (515009.45907334425, 8548792.699510679)  (515169.7214702256, 8550228.745432442)  (516538.00026212854, 8549832.862452129)  (515935.304069404, 8551737.290780598)  (515843.7848362618, 8554040.41471919)  (515829.06484982924, 8556341.724297518)  (514555.23293028335, 8558351.918170562)  (513449.8383555068, 8558003.872271156)  (512100.8745128318, 8559780.46478811)  (511333.3649704455, 8560834.556626331)  (511012.9959403575, 8562356.026890118)  (513209.45181176736, 8552894.763231585)  (513532.68073320045, 8549384.620285345)  (514270.49860267167, 8559884.693871371)  (513598.86267002014, 8555509.247255519)  (nan, nan) 
 (515009.5278508938, 8548792.26523964)  (515169.90291159664, 8550227.797643421)  (516541.5117474092, 8549821.66933674)  (515935.27778882417, 8551730.187829217)  (515847.36923614045, 8554038.217973072)  (515831.1200424923, 8556339.174433185)  (514556.2723280337, 8558350.36725428)  (513450.5198954512, 8558002.926195417)  (512099.4431129543, 8559780.11719152)  (511334.1301679544, 8560834.41063396)  (511012.9057615381, 8562356.11772943)  (513209.52029393375, 8552894.65329137)  (513532.9587750669, 8549384.9817113)  (514270.2974379417, 8559885.353896182)  (513599.37220537296, 8555509.498248994)  (nan, nan) 
 (515009.5963143981, 8548791.830918979)  (515170.0562007046, 8550226.975817133)  (516545.38217691274, 8549809.5010527)  (515935.24146619835, 8551722.424914192)  (515851.3104116376, 8554035.759688975)  (515833.35105998, 8556336.323650666)  (514557.366055413, 8558348.692810964)  (513451.2911621779, 8558002.006876301)  (512097.90695713623, 8559779.706916852)  (511334.9446811893, 8560834.251046399)  (511012.81417212955, 8562356.209986571)  (513209.58873051935, 8552894.543322777)  (513533.2948999031, 8549385.4195744)  (514270.0359124665, 8559886.221329423)  (513600.0304132468, 8555509.818540104)  (nan, nan) 
 (515009.66443318356, 8548791.396544121)  (515170.20647782285, 8550226.155467946)  (516549.4754692034, 8549796.969634296)  (515935.19017820945, 8551714.44507901)  (515855.1712912407, 8554033.089998977)  (515835.4969580867, 8556333.518272739)  (514558.6254827042, 8558346.768273903)  (513452.14962603385, 8558000.983188942)  (512096.4089696168, 8559779.278667634)  (511335.75821644615, 8560834.086545985)  (511012.6239447729, 8562356.401594382)  (513209.6571198317, 8552894.433324778)  (513533.5964239882, 8549385.813400792)  (514269.8952290532, 8559886.694873694)  (513600.815776965, 8555510.047292875)  (nan, nan) 
 (515009.7321775004, 8548790.962110704)  (515170.4154216135, 8550224.999194842)  (516555.6004876548, 8549784.168515988)  (515935.11208606703, 8551705.695427496)  (515859.28956526355, 8554030.103799373)  (515837.7618251456, 8556330.495673493)  (514559.79113877274, 8558344.949800387)  (513452.9760132275, 8557999.99655162)  (512094.76426514366, 8559778.778759446)  (511336.7007763134, 8560833.889188703)  (511012.00462800375, 8562357.025363361)  (513209.72546016966, 8552894.323296346)  (513533.9059885005, 8549386.218702918)  (514269.7417507455, 8559887.215732032)  (513601.58806344215, 8555510.27087641)  (nan, nan) 
 (515009.79951863847, 8548790.527614608)  (515170.5807835973, 8550224.075885894)  (516561.3027032835, 8549771.371452382)  (515935.04552747373, 8551696.776675848)  (515863.3128712643, 8554027.073225528)  (515839.9780831354, 8556327.447139168)  (514560.98818213795, 8558343.03757049)  (513453.8191182958, 8557998.852691993)  (512093.1608986771, 8559778.26064655)  (511337.6004584245, 8560833.6921783)  (511011.78337054315, 8562357.24816627)  (513209.7937498234, 8552894.21323645)  (513534.187186416, 8549386.587787911)  (514269.58198136155, 8559887.7628826)  (513602.35112060927, 8555510.490375293)  (nan, nan) 
 (515009.866429042, 8548790.093051972)  (515170.73920485086, 8550223.189938543)  (516567.3040515845, 8549758.827104867)  (515935.1517762134, 8551687.994318523)  (515867.2856709178, 8554024.01593393)  (515842.06741720485, 8556324.432357725)  (514561.8389943483, 8558341.637869598)  (513454.5986120363, 8557997.79487088)  (512091.6975733164, 8559777.761853117)  (511338.50298296293, 8560833.484993702)  (511011.6283442063, 8562357.404265068)  (513209.861987075, 8552894.103144055)  (513534.4443753101, 8549386.926135179)  (514269.42361380515, 8559888.310440557)  (513603.15110930486, 8555510.718940573)  (nan, nan) 
 (515009.9328824219, 8548789.658419212)  (515170.8950493342, 8550222.321816146)  (516573.0907630967, 8549747.256454976)  (515935.3971295265, 8551679.453842087)  (515871.22104133514, 8554021.101578312)  (515844.0044453497, 8556321.360005863)  (514563.36260399397, 8558339.069833452)  (513455.59646805347, 8557996.44083714)  (512090.0715009966, 8559777.183091672)  (511339.29807766824, 8560833.29277401)  (511011.57760716986, 8562357.45535081)  (513209.9301701987, 8552893.99301813)  (513534.71512009244, 8549387.283068314)  (514269.274345118, 8559888.831480727)  (513603.87843682733, 8555510.925170239)  (nan, nan) 
 (515009.99885386584, 8548789.22371304)  (515171.08469996625, 8550221.274854524)  (516580.800489608, 8549735.276946092)  (515935.7502817952, 8551671.119320657)  (515875.11829689814, 8554018.144711208)  (515845.7723649054, 8556318.343969317)  (514564.43718979246, 8558337.16618922)  (513456.42498353, 8557995.31728113)  (512088.565867895, 8559776.624249151)  (511339.94552373444, 8560833.128342897)  (511011.3619732065, 8562357.67246367)  (513209.99829746125, 8552893.88285764)  (513535.0953164898, 8549387.785413513)  (514269.12084802013, 8559889.372112432)  (513604.73514821415, 8555511.166304225)  (nan, nan) 
 (515010.0643199453, 8548788.788930476)  (515171.3415848804, 8550219.881334111)  (516587.7467418235, 8549722.58550787)  (515936.3196411896, 8551660.354366878)  (515879.9138703651, 8554014.430033412)  (515847.6646373219, 8556314.867610719)  (514565.4644845673, 8558335.272942947)  (513457.3240999372, 8557994.099173712)  (512086.96188467054, 8559776.00881287)  (511341.01751091547, 8560832.844222352)  (511011.2555624165, 8562357.779597903)  (513210.0663671223, 8552893.772661546)  (513535.4753587986, 8549388.289128555)  (514268.87981899804, 8559890.228853356)  (513605.71476642654, 8555511.439502245)  (nan, nan) 
 (515010.1292588187, 8548788.354068855)  (515171.58004409843, 8550218.630867718)  (516592.1301579869, 8549714.09642201)  (515936.7076697855, 8551653.765783282)  (515883.37326218165, 8554011.773032798)  (515849.0305037052, 8556312.162927924)  (514566.37998159934, 8558333.517304834)  (513458.4654770055, 8557992.555263614)  (512085.14838031476, 8559775.29208283)  (511342.05590410985, 8560832.547339253)  (511011.1287133073, 8562357.907305786)  (513210.1343774348, 8552893.662428815)  (513535.8720785439, 8549388.816587979)  (514268.7194320651, 8559890.80701945)  (513606.6113032494, 8555511.686730329)  (nan, nan) 
 (515010.1936503305, 8548787.919125848)  (515171.7503232344, 8550217.77259619)  (516593.6215664637, 8549708.384932732)  (515937.0307434274, 8551649.681541318)  (515885.5704092033, 8554010.09935751)  (515850.33116719325, 8556309.476201385)  (514567.18243366986, 8558331.922847034)  (513459.36112754425, 8557991.347030975)  (512083.6084115678, 8559774.66699063)  (511342.88891197334, 8560832.289498411)  (511011.01243302674, 8562358.024369428)  (513210.2023266454, 8552893.55215841)  (513536.26798259804, 8549389.344659925)  (514268.55641015567, 8559891.400019329)  (513607.3850391871, 8555511.897767527)  (nan, nan) 
 (515010.2574761049, 8548787.48409946)  (515171.9747779659, 8550216.67633843)  (516595.4400743762, 8549699.057551643)  (515937.9262704143, 8551643.125420483)  (515889.0462521624, 8554007.462259727)  (515851.5783007912, 8556306.736720085)  (514567.9330816141, 8558330.386413611)  (513460.09487517236, 8557990.359856006)  (512082.19082663325, 8559774.091357976)  (511343.62933988747, 8560832.044209797)  (511010.90672211215, 8562358.130789362)  (513210.2702129947, 8552893.441849293)  (513536.66308489663, 8549389.87333201)  (514268.4834231265, 8559891.667861419)  (513608.0598658757, 8555512.080003474)  (nan, nan) 
 (515010.32071963453, 8548787.048988046)  (515172.2119591521, 8550215.568442188)  (516600.93486210436, 8549691.721144905)  (515939.0753626941, 8551636.72881295)  (515892.21875221113, 8554005.057347162)  (515852.88638707367, 8556303.871164244)  (514568.77178418206, 8558328.625993775)  (513460.9373631667, 8557989.229230525)  (512080.5548264892, 8559773.415781535)  (511344.56288172276, 8560831.714665199)  (511010.8010098041, 8562358.237207912)  (513210.33803471806, 8552893.33150043)  (513537.0574035006, 8549390.402588885)  (514268.4106937936, 8559891.935773598)  (513608.7553899978, 8555512.26613836)  (nan, nan) 
 (515010.3833663623, 8548786.613790305)  (515172.3484134993, 8550214.961594421)  (516595.6320043684, 8549685.798122043)  (515940.1173107667, 8551631.918363053)  (515894.5660115408, 8554003.263889708)  (515854.217480647, 8556301.031677336)  (514569.59441379254, 8558326.858006071)  (513461.78157587623, 8557988.099892266)  (512078.946261632, 8559772.741945427)  (511345.4870603266, 8560831.359708993)  (511010.69529613305, 8562358.343625108)  (513210.4057900455, 8552893.221110787)  (513537.4509603206, 8549390.932412468)  (514268.33821334783, 8559892.203753216)  (513609.4513587092, 8555512.450603947)  (nan, nan) 
 (515010.4454037567, 8548786.178505287)  (515172.46627187106, 8550214.452047167)  (516603.52694315504, 8549686.732167842)  (515941.17286910256, 8551627.389754372)  (515897.4025155925, 8554001.07152346)  (515855.4624723572, 8556298.498038718)  (514570.36754297995, 8558325.167399002)  (513462.53404085536, 8557987.096741004)  (512077.59136596834, 8559772.169146387)  (511346.34004975826, 8560831.001890562)  (511010.5895811289, 8562358.45004098)  (513210.4734772026, 8552893.110679332)  (513537.78961918986, 8549391.389655478)  (514268.26597255195, 8559892.471797539)  (513610.08490738773, 8555512.616859991)  (nan, nan) 
 (515010.5068213793, 8548785.743132386)  (515172.5850352289, 8550213.950928155)  (516598.0967913479, 8549680.97088844)  (515942.6677061761, 8551621.07425264)  (515900.0761205426, 8553998.964617535)  (515856.80602481856, 8556296.114645595)  (514571.0805690074, 8558323.592268886)  (513463.2050689265, 8557986.205013843)  (512076.1581792803, 8559771.56068528)  (511347.09405872977, 8560830.657345252)  (511010.48386482097, 8562358.556455556)  (513210.5410944105, 8552893.000205033)  (513538.0504973472, 8549391.74273279)  (514268.19396175427, 8559892.739903742)  (513610.70044458756, 8555512.7768911)  (nan, nan) 
 (515010.5676109443, 8548785.30767135)  (515172.6983092529, 8550213.484485237)  (516597.42284969095, 8549672.975240959)  (515944.1254018998, 8551616.149456281)  (515902.75142207247, 8553996.759430304)  (515858.2803770646, 8556293.645301258)  (514571.8887200809, 8558321.795663241)  (513463.9381825109, 8557985.233605858)  (512074.7059480358, 8559770.943345495)  (511348.0182377632, 8560830.200339656)  (511010.35982285696, 8562358.68131384)  (513210.6086398869, 8552892.88968686)  (513538.3460922961, 8549392.143516554)  (514268.12217090325, 8559893.008068925)  (513611.0857297124, 8555512.87613693)  (nan, nan) 
 (515010.62776636885, 8548784.872122258)  (515172.83095329633, 8550212.950719785)  (516597.87873647624, 8549681.41393566)  (515945.78087739565, 8551610.539625457)  (515905.6720792592, 8553994.306603853)  (515859.8633653842, 8556291.141785335)  (514572.7732735816, 8558319.831667034)  (513464.63112675864, 8557984.318328703)  (512073.18814358045, 8559770.286089353)  (511349.07359410304, 8560829.622903949)  (511010.2209785139, 8562358.821068084)  (513210.676111846, 8552892.77912379)  (513538.6555372997, 8549392.563906599)  (514268.0505895629, 8559893.276290108)  (513611.4711550945, 8555512.974836662)  (nan, nan) 
 (515010.6872838146, 8548784.436485529)  (515172.8620834264, 8550212.828750644)  (516598.92531380325, 8549672.227358935)  (515947.5904767919, 8551604.663976213)  (515908.62808538036, 8553991.787182529)  (515861.55939061526, 8556288.604424026)  (514573.56941145513, 8558318.075720428)  (513465.390676332, 8557983.318018528)  (512071.7131662892, 8559769.643187346)  (511349.9200589427, 8560829.099910378)  (511010.10186660173, 8562358.940957)  (513210.76821168617, 8552892.627972808)  (513538.905972042, 8549392.90480459)  (514267.97920692933, 8559893.544564242)  (513611.8567207274, 8555513.072987083)  (nan, nan) 
